 Product ID , Work Center , Section , Option , ID , Task , Qty , Time(min) , Total Time ,, Sum of Total Time , Column Labels ,,,,,,
 101CS , Drill , SR1 , aendcap8 , CAD 1.00 , drill half hole in end cap casting for power cord or stem hanger , CAD 1.00 , CAD 0.23 , CAD 0.23 ,, Complete Section , CAD 0.90 ,,, CAD 1.86 , CAD 2.76 ,,
 101F , Drill , SR1 , aendcap8 , CAD 1.00 , drill half hole in end cap casting for power cord or stem hanger , CAD 1.00 , CAD 0.23 , CAD 0.23 ,, SR1 , CAD 0.45 ,,, CAD 0.93 , CAD 1.38 ,,
 101FA , Drill , SR1 , aendcap8 , CAD 1.00 , drill half hole in end cap casting for power cord or stem hanger , CAD 1.00 , CAD 0.23 , CAD 0.23 ,, SRE , CAD 0.45 ,,, CAD 0.93 , CAD 1.38 ,,
 202C , Drill , SR1 , aendcap8 , CAD 1.00 , drill half hole in end cap casting for power cord or stem hanger , CAD 1.00 , CAD 0.23 , CAD 0.23 ,, B6DLED , CAD 0.92 ,,, CAD 1.32 , CAD 2.24 ,,
 202CA , Drill , SR1 , aendcap8 , CAD 1.00 , drill half hole in end cap casting for power cord or stem hanger , CAD 1.00 , CAD 0.23 , CAD 0.23 ,, Complete Section , CAD 0.46 ,,, CAD 0.66 , CAD 1.12 ,,
 202CS , Drill , SR1 , aendcap8 , CAD 1.00 , drill half hole in end cap casting for power cord or stem hanger , CAD 1.00 , CAD 0.23 , CAD 0.23 ,, SR1 , CAD 0.23 ,,, CAD 0.33 , CAD 0.56 ,,
 202F , Drill , SR1 , aendcap8 , CAD 1.00 , drill half hole in end cap casting for power cord or stem hanger , CAD 1.00 , CAD 0.23 , CAD 0.23 ,, SRE , CAD 0.23 ,,, CAD 0.33 , CAD 0.56 ,,
 202FA , Drill , SR1 , aendcap8 , CAD 1.00 , drill half hole in end cap casting for power cord or stem hanger , CAD 1.00 , CAD 0.23 , CAD 0.23 ,, B6DLEDPAT , CAD 0.92 ,,, CAD 1.32 , CAD 2.24 ,,
 ARC , Drill , SR1 , aendcap8 , CAD 1.00 , drill half hole in end cap casting for power cord or stem hanger , CAD 1.00 , CAD 0.23 , CAD 0.23 ,, Complete Section , CAD 0.46 ,,, CAD 0.66 , CAD 1.12 ,,
 ARCA , Drill , SR1 , aendcap8 , CAD 1.00 , drill half hole in end cap casting for power cord or stem hanger , CAD 1.00 , CAD 0.23 , CAD 0.23 ,, SR1 , CAD 0.23 ,,, CAD 0.33 , CAD 0.56 ,,
 B6 , Drill , SR1 , aendcap5 , CAD 1.00 , drill half hole in endcap for hanger , CAD 1.00 , CAD 0.45 , CAD 0.45 ,, SRE , CAD 0.23 ,,, CAD 0.33 , CAD 0.56 ,,
 B6D , Drill , SR1 , aendcap5 , CAD 1.00 , drill half hole in endcap for hanger , CAD 1.00 , CAD 0.45 , CAD 0.45 ,, B6DPAT , CAD 1.80 ,,, CAD 3.72 , CAD 5.52 ,,
 B6DLED , Drill , SR1 , aendcap6 , CAD 1.00 , drill half hole in endcap for hanger , CAD 1.00 , CAD 0.23 , CAD 0.23 ,, Complete Section , CAD 0.90 ,,, CAD 1.86 , CAD 2.76 ,,
 B6DLEDPAT , Drill , SR1 , aendcap6 , CAD 1.00 , drill half hole in endcap for hanger , CAD 1.00 , CAD 0.23 , CAD 0.23 ,, SR1 , CAD 0.45 ,,, CAD 0.93 , CAD 1.38 ,,
 B6DPAT , Drill , SR1 , aendcap5 , CAD 1.00 , drill half hole in endcap for hanger , CAD 1.00 , CAD 0.45 , CAD 0.45 ,, SRE , CAD 0.45 ,,, CAD 0.93 , CAD 1.38 ,,
 B6I , Drill , SR1 , aendcap5 , CAD 1.00 , drill half hole in endcap for hanger , CAD 1.00 , CAD 0.45 , CAD 0.45 ,, B6I , CAD 1.80 ,,, CAD 3.72 , CAD 5.52 ,,
 B6ILED , Drill , SR1 , aendcap6 , CAD 1.00 , drill half hole in endcap for hanger , CAD 1.00 , CAD 0.23 , CAD 0.23 ,, Complete Section , CAD 0.90 ,,, CAD 1.86 , CAD 2.76 ,,
 B6ILEDPAT , Drill , SR1 , aendcap6 , CAD 1.00 , drill half hole in endcap for hanger , CAD 1.00 , CAD 0.23 , CAD 0.23 ,, SR1 , CAD 0.45 ,,, CAD 0.93 , CAD 1.38 ,,
 B6IPAT , Drill , SR1 , aendcap5 , CAD 1.00 , drill half hole in endcap for hanger , CAD 1.00 , CAD 0.45 , CAD 0.45 ,, SRE , CAD 0.45 ,,, CAD 0.93 , CAD 1.38 ,,
 B6LEDPAT , Drill , SR1 , aendcap6 , CAD 1.00 , drill half hole in endcap for hanger , CAD 1.00 , CAD 0.23 , CAD 0.23 ,, B6ILED , CAD 0.92 ,,, CAD 1.32 , CAD 2.24 ,,
 B6PAT , Drill , SR1 , aendcap5 , CAD 1.00 , drill half hole in endcap for hanger , CAD 1.00 , CAD 0.45 , CAD 0.45 ,, Complete Section , CAD 0.46 ,,, CAD 0.66 , CAD 1.12 ,,
 BAS , Drill , SR1 , aendcap8 , CAD 1.00 , drill half hole in end cap casting for power cord or stem hanger , CAD 1.00 , CAD 0.23 , CAD 0.23 ,, SR1 , CAD 0.23 ,,, CAD 0.33 , CAD 0.56 ,,
 BASA , Drill , SR1 , aendcap8 , CAD 1.00 , drill half hole in end cap casting for power cord or stem hanger , CAD 1.00 , CAD 0.23 , CAD 0.23 ,, SRE , CAD 0.23 ,,, CAD 0.33 , CAD 0.56 ,,
 BASS , Drill , SR1 , aendcap8 , CAD 1.00 , drill half hole in end cap casting for power cord or stem hanger , CAD 1.00 , CAD 0.23 , CAD 0.23 ,, B6ILEDPAT , CAD 0.92 ,,, CAD 1.32 , CAD 2.24 ,,
 BB , Drill , SR1 , aendcap5 , CAD 1.00 , drill half hole in endcap for hanger , CAD 1.00 , CAD 0.45 , CAD 0.45 ,, Complete Section , CAD 0.46 ,,, CAD 0.66 , CAD 1.12 ,,
 BBD , Drill , SR1 , aendcap5 , CAD 1.00 , drill half hole in endcap for hanger , CAD 1.00 , CAD 0.45 , CAD 0.45 ,, SR1 , CAD 0.23 ,,, CAD 0.33 , CAD 0.56 ,,
 BBDILED , Drill , SR1 , aendcap6 , CAD 1.00 , drill half hole in endcap for hanger , CAD 1.00 , CAD 0.23 , CAD 0.23 ,, SRE , CAD 0.23 ,,, CAD 0.33 , CAD 0.56 ,,
 BBDILEDPAT , Drill , SR1 , aendcap6 , CAD 1.00 , drill half hole in endcap for hanger , CAD 1.00 , CAD 0.23 , CAD 0.23 ,, B6IPAT , CAD 1.80 ,,, CAD 3.72 , CAD 5.52 ,,
 BBDLED , Drill , SR1 , aendcap6 , CAD 1.00 , drill half hole in endcap for hanger , CAD 1.00 , CAD 0.23 , CAD 0.23 ,, Complete Section , CAD 0.90 ,,, CAD 1.86 , CAD 2.76 ,,
 BBDLEDPAT , Drill , SR1 , aendcap6 , CAD 1.00 , drill half hole in endcap for hanger , CAD 1.00 , CAD 0.23 , CAD 0.23 ,, SR1 , CAD 0.45 ,,, CAD 0.93 , CAD 1.38 ,,
 BBDPAT , Drill , SR1 , aendcap5 , CAD 1.00 , drill half hole in endcap for hanger , CAD 1.00 , CAD 0.45 , CAD 0.45 ,, SRE , CAD 0.45 ,,, CAD 0.93 , CAD 1.38 ,,
 BBI , Drill , SR1 , aendcap5 , CAD 1.00 , drill half hole in endcap for hanger , CAD 1.00 , CAD 0.45 , CAD 0.45 ,, B6LEDPAT , CAD 0.92 ,,, CAD 1.32 , CAD 2.24 ,,
 BBILED , Drill , SR1 , aendcap6 , CAD 1.00 , drill half hole in endcap for hanger , CAD 1.00 , CAD 0.23 , CAD 0.23 ,, Complete Section , CAD 0.46 ,,, CAD 0.66 , CAD 1.12 ,,
 BBILED2 , Drill , SR1 , aendcap6 , CAD 1.00 , drill half hole in endcap for hanger , CAD 1.00 , CAD 0.23 , CAD 0.23 ,, SR1 , CAD 0.23 ,,, CAD 0.33 , CAD 0.56 ,,
 BBILEDPAT , Drill , SR1 , aendcap6 , CAD 1.00 , drill half hole in endcap for hanger , CAD 1.00 , CAD 0.23 , CAD 0.23 ,, SRE , CAD 0.23 ,,, CAD 0.33 , CAD 0.56 ,,
 BBIPAT , Drill , SR1 , aendcap5 , CAD 1.00 , drill half hole in endcap for hanger , CAD 1.00 , CAD 0.45 , CAD 0.45 ,, B6PAT , CAD 1.80 ,,, CAD 3.72 , CAD 5.52 ,,
 BBLED2 , Drill , SR1 , aendcap6 , CAD 1.00 , drill half hole in endcap for hanger , CAD 1.00 , CAD 0.23 , CAD 0.23 ,, Complete Section , CAD 0.90 ,,, CAD 1.86 , CAD 2.76 ,,
 BBLEDPAT , Drill , SR1 , aendcap6 , CAD 1.00 , drill half hole in endcap for hanger , CAD 1.00 , CAD 0.23 , CAD 0.23 ,, SR1 , CAD 0.45 ,,, CAD 0.93 , CAD 1.38 ,,
 BBPAT , Drill , SR1 , aendcap5 , CAD 1.00 , drill half hole in endcap for hanger , CAD 1.00 , CAD 0.45 , CAD 0.45 ,, SRE , CAD 0.45 ,,, CAD 0.93 , CAD 1.38 ,,
 BD , Drill , SR1 , aendcap5 , CAD 1.00 , drill half hole in endcap for hanger , CAD 1.00 , CAD 0.45 , CAD 0.45 ,, B6S ,,,, CAD 3.72 , CAD 3.72 ,,
 BDI , Drill , SR1 , aendcap5 , CAD 1.00 , drill half hole in endcap for hanger , CAD 1.00 , CAD 0.45 , CAD 0.45 ,, Complete Section ,,,, CAD 1.86 , CAD 1.86 ,,
 BDLED , Drill , SR1 , aendcap6 , CAD 1.00 , drill half hole in endcap for hanger , CAD 1.00 , CAD 0.23 , CAD 0.23 ,, SR1 ,,,, CAD 0.93 , CAD 0.93 ,,
 BDLEDPAT , Drill , SR1 , aendcap6 , CAD 1.00 , drill half hole in endcap for hanger , CAD 1.00 , CAD 0.23 , CAD 0.23 ,, SRE ,,,, CAD 0.93 , CAD 0.93 ,,
 BDPAT , Drill , SR1 , aendcap5 , CAD 1.00 , drill half hole in endcap for hanger , CAD 1.00 , CAD 0.45 , CAD 0.45 ,, B6SLED ,,,, CAD 1.32 , CAD 1.32 ,,
 BI , Drill , SR1 , aendcap5 , CAD 1.00 , drill half hole in endcap for hanger , CAD 1.00 , CAD 0.45 , CAD 0.45 ,, Complete Section ,,,, CAD 0.66 , CAD 0.66 ,,
 BILED , Drill , SR1 , aendcap6 , CAD 1.00 , drill half hole in endcap for hanger , CAD 1.00 , CAD 0.23 , CAD 0.23 ,, SR1 ,,,, CAD 0.33 , CAD 0.33 ,,
 BILEDPAT , Drill , SR1 , aendcap6 , CAD 1.00 , drill half hole in endcap for hanger , CAD 1.00 , CAD 0.23 , CAD 0.23 ,, SRE ,,,, CAD 0.33 , CAD 0.33 ,,
 BIPAT , Drill , SR1 , aendcap5 , CAD 1.00 , drill half hole in endcap for hanger , CAD 1.00 , CAD 0.45 , CAD 0.45 ,, B6SLEDPAT ,,,, CAD 1.32 , CAD 1.32 ,,
 BLEDPAT , Drill , SR1 , aendcap6 , CAD 1.00 , drill half hole in endcap for hanger , CAD 1.00 , CAD 0.23 , CAD 0.23 ,, Complete Section ,,,, CAD 0.66 , CAD 0.66 ,,
 BMD , Drill , SR1 , aendcap5 , CAD 1.00 , drill half hole in endcap for hanger , CAD 1.00 , CAD 0.45 , CAD 0.45 ,, SR1 ,,,, CAD 0.33 , CAD 0.33 ,,
 BMDLED , Drill , SR1 , aendcap6 , CAD 1.00 , drill half hole in endcap for hanger , CAD 1.00 , CAD 0.23 , CAD 0.23 ,, SRE ,,,, CAD 0.33 , CAD 0.33 ,,
 BMDLEDPAT , Drill , SR1 , aendcap6 , CAD 1.00 , drill half hole in endcap for hanger , CAD 1.00 , CAD 0.23 , CAD 0.23 ,, B6SPAT ,,,, CAD 3.72 , CAD 3.72 ,,
 BMDPAT , Drill , SR1 , aendcap5 , CAD 1.00 , drill half hole in endcap for hanger , CAD 1.00 , CAD 0.45 , CAD 0.45 ,, Complete Section ,,,, CAD 1.86 , CAD 1.86 ,,
 BMI , Drill , SR1 , aendcap5 , CAD 1.00 , drill half hole in endcap for hanger , CAD 1.00 , CAD 0.45 , CAD 0.45 ,, SR1 ,,,, CAD 0.93 , CAD 0.93 ,,
 BMILED , Drill , SR1 , aendcap6 , CAD 1.00 , drill half hole in endcap for hanger , CAD 1.00 , CAD 0.23 , CAD 0.23 ,, SRE ,,,, CAD 0.93 , CAD 0.93 ,,
 BMILEDPAT , Drill , SR1 , aendcap6 , CAD 1.00 , drill half hole in endcap for hanger , CAD 1.00 , CAD 0.23 , CAD 0.23 ,, B6W ,,,, CAD 3.72 , CAD 3.72 ,,
 BMIPAT , Drill , SR1 , aendcap5 , CAD 1.00 , drill half hole in endcap for hanger , CAD 1.00 , CAD 0.45 , CAD 0.45 ,, Complete Section ,,,, CAD 1.86 , CAD 1.86 ,,
 BMLEDPAT , Drill , SR1 , aendcap6 , CAD 1.00 , drill half hole in endcap for hanger , CAD 1.00 , CAD 0.23 , CAD 0.23 ,, SR1 ,,,, CAD 0.93 , CAD 0.93 ,,
 CU , Drill , SR1 , aendcap8 , CAD 1.00 , drill half hole in end cap casting for power cord or stem hanger , CAD 1.00 , CAD 0.23 , CAD 0.23 ,, SRE ,,,, CAD 0.93 , CAD 0.93 ,,
 CUA , Drill , SR1 , aendcap8 , CAD 1.00 , drill half hole in end cap casting for power cord or stem hanger , CAD 1.00 , CAD 0.23 , CAD 0.23 ,, B6WD ,,,, CAD 3.72 , CAD 3.72 ,,
 CUB , Drill , SR1 , aendcap8 , CAD 1.00 , drill half hole in end cap casting for power cord or stem hanger , CAD 1.00 , CAD 0.23 , CAD 0.23 ,, Complete Section ,,,, CAD 1.86 , CAD 1.86 ,,
 CUBA , Drill , SR1 , aendcap8 , CAD 1.00 , drill half hole in end cap casting for power cord or stem hanger , CAD 1.00 , CAD 0.23 , CAD 0.23 ,, SR1 ,,,, CAD 0.93 , CAD 0.93 ,,
 CUBS , Drill , SR1 , aendcap8 , CAD 1.00 , drill half hole in end cap casting for power cord or stem hanger , CAD 1.00 , CAD 0.23 , CAD 0.23 ,, SRE ,,,, CAD 0.93 , CAD 0.93 ,,
 CUS , Drill , SR1 , aendcap8 , CAD 1.00 , drill half hole in end cap casting for power cord or stem hanger , CAD 1.00 , CAD 0.23 , CAD 0.23 ,, B6WDLED ,,,, CAD 1.32 , CAD 1.32 ,,
 D5 , Drill , SR1 , aendcap10 , CAD 2.00 , Drill 3 holes in end cap , CAD 1.00 ,0.60, CAD 0.60 ,, Complete Section ,,,, CAD 0.66 , CAD 0.66 ,,
 D5S , Drill , SR1 , aendcap10 , CAD 2.00 , Drill 3 holes in end cap , CAD 1.00 ,0.60, CAD 0.60 ,, SR1 ,,,, CAD 0.33 , CAD 0.33 ,,
 D5W , Drill , SR1 , aendcap10 , CAD 2.00 , Drill 3 holes in end cap , CAD 1.00 ,0.60, CAD 0.60 ,, SRE ,,,, CAD 0.33 , CAD 0.33 ,,
 FL , Drill , SR1 , aendcap8 , CAD 1.00 , drill half hole in end cap casting for power cord or stem hanger , CAD 1.00 , CAD 0.23 , CAD 0.23 ,, B6WDLEDPAT ,,,, CAD 1.32 , CAD 1.32 ,,
 L2 , Drill , SR1 , aendcap8 , CAD 1.00 , drill half hole in end cap casting for power cord or stem hanger , CAD 1.00 , CAD 0.23 , CAD 0.23 ,, Complete Section ,,,, CAD 0.66 , CAD 0.66 ,,
 L2A , Drill , SR1 , aendcap8 , CAD 1.00 , drill half hole in end cap casting for power cord or stem hanger , CAD 1.00 , CAD 0.23 , CAD 0.23 ,, SR1 ,,,, CAD 0.33 , CAD 0.33 ,,
 L2S , Drill , SR1 , aendcap8 , CAD 1.00 , drill half hole in end cap casting for power cord or stem hanger , CAD 1.00 , CAD 0.23 , CAD 0.23 ,, SRE ,,,, CAD 0.33 , CAD 0.33 ,,
 LT , Drill , SR1 , aendcap8 , CAD 1.00 , drill half hole in end cap casting for power cord or stem hanger , CAD 1.00 , CAD 0.23 , CAD 0.23 ,, B6WDPAT ,,,, CAD 3.72 , CAD 3.72 ,,
 LTA , Drill , SR1 , aendcap8 , CAD 1.00 , drill half hole in end cap casting for power cord or stem hanger , CAD 1.00 , CAD 0.23 , CAD 0.23 ,, Complete Section ,,,, CAD 1.86 , CAD 1.86 ,,
 SL , Drill , SR1 , aendcap8 , CAD 1.00 , drill half hole in end cap casting for power cord or stem hanger , CAD 1.00 , CAD 0.23 , CAD 0.23 ,, SR1 ,,,, CAD 0.93 , CAD 0.93 ,,
 SL2HLED , Drill , SR1 , aendcap8 , CAD 1.00 , drill half hole in end cap casting for power cord or stem hanger , CAD 1.00 , CAD 0.23 , CAD 0.23 ,, SRE ,,,, CAD 0.93 , CAD 0.93 ,,
 SL2LLED , Drill , SR1 , aendcap8 , CAD 1.00 , drill half hole in end cap casting for power cord or stem hanger , CAD 1.00 , CAD 0.23 , CAD 0.23 ,, B6WI ,,,, CAD 3.72 , CAD 3.72 ,,
 SLLED , Drill , SR1 , aendcap8 , CAD 1.00 , drill half hole in end cap casting for power cord or stem hanger , CAD 1.00 , CAD 0.23 , CAD 0.23 ,, Complete Section ,,,, CAD 1.86 , CAD 1.86 ,,
 SOL , Drill , SR1 , aendcap8 , CAD 1.00 , drill half hole in end cap casting for power cord or stem hanger , CAD 1.00 , CAD 0.23 , CAD 0.23 ,, SR1 ,,,, CAD 0.93 , CAD 0.93 ,,
 SOLS , Drill , SR1 , aendcap8 , CAD 1.00 , drill half hole in end cap casting for power cord or stem hanger , CAD 1.00 , CAD 0.23 , CAD 0.23 ,, SRE ,,,, CAD 0.93 , CAD 0.93 ,,
 SU , Drill , SR1 , aendcap8 , CAD 1.00 , drill half hole in end cap casting for power cord or stem hanger , CAD 1.00 , CAD 0.23 , CAD 0.23 ,, B6WILEDPAT ,,,, CAD 1.32 , CAD 1.32 ,,
 SUA , Drill , SR1 , aendcap8 , CAD 1.00 , drill half hole in end cap casting for power cord or stem hanger , CAD 1.00 , CAD 0.23 , CAD 0.23 ,, Complete Section ,,,, CAD 0.66 , CAD 0.66 ,,
 SUS , Drill , SR1 , aendcap8 , CAD 1.00 , drill half hole in end cap casting for power cord or stem hanger , CAD 1.00 , CAD 0.23 , CAD 0.23 ,, SR1 ,,,, CAD 0.33 , CAD 0.33 ,,
 WB , Drill , SR1 , aendcapwbp , CAD 1.00 ," place end cap on jig, tight, drill & spray oil on drill ", CAD 1.00 , CAD 0.95 , CAD 0.95 ,, SRE ,,,, CAD 0.33 , CAD 0.33 ,,
 WB , Drill , SR1 , aendcapwbp , CAD 2.00 ," remove gard, clean with air, take part & put aside ", CAD 1.00 , CAD 0.36 , CAD 0.36 ,, B6WIPAT ,,,, CAD 3.72 , CAD 3.72 ,,
 WB , Drill , SR1 , aendcapwbp , CAD 3.00 , clean station 1/5 part , CAD 1.00 , CAD 0.06 , CAD 0.06 ,, Complete Section ,,,, CAD 1.86 , CAD 1.86 ,,
 WBDI , Drill , SR1 , aendcapwbp , CAD 1.00 ," place end cap on jig, tight, drill & spray oil on drill ", CAD 1.00 , CAD 0.95 , CAD 0.95 ,, SR1 ,,,, CAD 0.93 , CAD 0.93 ,,
 WBDI , Drill , SR1 , aendcapwbp , CAD 2.00 ," remove gard, clean with air, take part & put aside ", CAD 1.00 , CAD 0.36 , CAD 0.36 ,, SRE ,,,, CAD 0.93 , CAD 0.93 ,,
 WBDI , Drill , SR1 , aendcapwbp , CAD 3.00 , clean station 1/5 part , CAD 1.00 , CAD 0.06 , CAD 0.06 ,, B6WLEDPAT ,,,, CAD 1.32 , CAD 1.32 ,,
 WBDILED , Drill , SR1 , aendcapwbp , CAD 1.00 ," place end cap on jig, tight, drill & spray oil on drill ", CAD 1.00 , CAD 0.95 , CAD 0.95 ,, Complete Section ,,,, CAD 0.66 , CAD 0.66 ,,
 WBDILED , Drill , SR1 , aendcapwbp , CAD 2.00 ," remove gard, clean with air, take part & put aside ", CAD 1.00 , CAD 0.36 , CAD 0.36 ,, SR1 ,,,, CAD 0.33 , CAD 0.33 ,,
 WBDILED , Drill , SR1 , aendcapwbp , CAD 3.00 , clean station 1/5 part , CAD 1.00 , CAD 0.06 , CAD 0.06 ,, SRE ,,,, CAD 0.33 , CAD 0.33 ,,
 WBDIW , Drill , SR1 , aendcapwbp , CAD 1.00 ," place end cap on jig, tight, drill & spray oil on drill ", CAD 1.00 , CAD 0.95 , CAD 0.95 ,, B6WPAT ,,,, CAD 3.72 , CAD 3.72 ,,
 WBDIW , Drill , SR1 , aendcapwbp , CAD 2.00 ," remove gard, clean with air, take part & put aside ", CAD 1.00 , CAD 0.36 , CAD 0.36 ,, Complete Section ,,,, CAD 1.86 , CAD 1.86 ,,
 WBDIW , Drill , SR1 , aendcapwbp , CAD 3.00 , clean station 1/5 part , CAD 1.00 , CAD 0.06 , CAD 0.06 ,, SR1 ,,,, CAD 0.93 , CAD 0.93 ,,
 WBDIWLED , Drill , SR1 , aendcapwbp , CAD 1.00 ," place end cap on jig, tight, drill & spray oil on drill ", CAD 1.00 , CAD 0.95 , CAD 0.95 ,, SRE ,,,, CAD 0.93 , CAD 0.93 ,,
 WBDIWLED , Drill , SR1 , aendcapwbp , CAD 2.00 ," remove gard, clean with air, take part & put aside ", CAD 1.00 , CAD 0.36 , CAD 0.36 ,, BAS , CAD 0.92 ,,,, CAD 0.92 ,,
 WBDIWLED , Drill , SR1 , aendcapwbp , CAD 3.00 , clean station 1/5 part , CAD 1.00 , CAD 0.06 , CAD 0.06 ,, Complete Section , CAD 0.46 ,,,, CAD 0.46 ,,
 WBLED , Drill , SR1 , aendcapwbp , CAD 1.00 ," place end cap on jig, tight, drill & spray oil on drill ", CAD 1.00 , CAD 0.95 , CAD 0.95 ,, SR1 , CAD 0.23 ,,,, CAD 0.23 ,,
 WBLED , Drill , SR1 , aendcapwbp , CAD 2.00 ," remove gard, clean with air, take part & put aside ", CAD 1.00 , CAD 0.36 , CAD 0.36 ,, SRE , CAD 0.23 ,,,, CAD 0.23 ,,
 WBLED , Drill , SR1 , aendcapwbp , CAD 3.00 , clean station 1/5 part , CAD 1.00 , CAD 0.06 , CAD 0.06 ,, BASA , CAD 0.92 ,,,, CAD 0.92 ,,
 WBR , Drill , SR1 , aendcapwbr , CAD 1.00 ," take part, tight in jig, drill 1 hole, remove from jig put aside ", CAD 1.00 , CAD 0.25 , CAD 0.25 ,, Complete Section , CAD 0.46 ,,,, CAD 0.46 ,,
 WBR , Drill , SR1 , aendcapwbr , CAD 2.00 ," take part, tight in jig, drill 2sd hole, remove from jig put aside ", CAD 1.00 , CAD 0.25 , CAD 0.25 ,, SR1 , CAD 0.23 ,,,, CAD 0.23 ,,
 WBR , Drill , SR1 , aendcapwbr , CAD 3.00 ," place part on jig, tight, drill & spray oil on drill ", CAD 1.00 , CAD 0.95 , CAD 0.95 ,, SRE , CAD 0.23 ,,,, CAD 0.23 ,,
 WBR , Drill , SR1 , aendcapwbr , CAD 4.00 ," remove gard, clean with air, take part & put aside ", CAD 1.00 , CAD 0.36 , CAD 0.36 ,, BASS , CAD 0.92 ,,,, CAD 0.92 ,,
 WBR , Drill , SR1 , aendcapwbr , CAD 5.00 , clean station 1/5 part , CAD 1.00 , CAD 0.06 , CAD 0.06 ,, Complete Section , CAD 0.46 ,,,, CAD 0.46 ,,
 WBRLED , Drill , SR1 , aendcapwbr , CAD 1.00 ," take part, tight in jig, drill 1 hole, remove from jig put aside ", CAD 1.00 , CAD 0.25 , CAD 0.25 ,, SR1 , CAD 0.23 ,,,, CAD 0.23 ,,
 WBRLED , Drill , SR1 , aendcapwbr , CAD 2.00 ," take part, tight in jig, drill 2sd hole, remove from jig put aside ", CAD 1.00 , CAD 0.25 , CAD 0.25 ,, SRE , CAD 0.23 ,,,, CAD 0.23 ,,
 WBRLED , Drill , SR1 , aendcapwbr , CAD 3.00 ," place part on jig, tight, drill & spray oil on drill ", CAD 1.00 , CAD 0.95 , CAD 0.95 ,, BASW ,,, CAD 4.36 ,, CAD 4.36 ,,
 WBRLED , Drill , SR1 , aendcapwbr , CAD 4.00 ," remove gard, clean with air, take part & put aside ", CAD 1.00 , CAD 0.36 , CAD 0.36 ,, Complete Section ,,, CAD 2.18 ,, CAD 2.18 ,,
 WBRLED , Drill , SR1 , aendcapwbr , CAD 5.00 , clean station 1/5 part , CAD 1.00 , CAD 0.06 , CAD 0.06 ,, SR1 ,,, CAD 1.09 ,, CAD 1.09 ,,
 WBS , Drill , SR1 , aendcapwbp , CAD 1.00 ," place end cap on jig, tight, drill & spray oil on drill ", CAD 1.00 , CAD 0.95 , CAD 0.95 ,, SRE ,,, CAD 1.09 ,, CAD 1.09 ,,
 WBS , Drill , SR1 , aendcapwbp , CAD 2.00 ," remove gard, clean with air, take part & put aside ", CAD 1.00 , CAD 0.36 , CAD 0.36 ,, BASWA ,,, CAD 4.36 ,, CAD 4.36 ,,
 WBS , Drill , SR1 , aendcapwbp , CAD 3.00 , clean station 1/5 part , CAD 1.00 , CAD 0.06 , CAD 0.06 ,, Complete Section ,,, CAD 2.18 ,, CAD 2.18 ,,
 WBSLED , Drill , SR1 , aendcapwbp , CAD 1.00 ," place end cap on jig, tight, drill & spray oil on drill ", CAD 1.00 , CAD 0.95 , CAD 0.95 ,, SR1 ,,, CAD 1.09 ,, CAD 1.09 ,,
 WBSLED , Drill , SR1 , aendcapwbp , CAD 2.00 ," remove gard, clean with air, take part & put aside ", CAD 1.00 , CAD 0.36 , CAD 0.36 ,, SRE ,,, CAD 1.09 ,, CAD 1.09 ,,
 WBSLED , Drill , SR1 , aendcapwbp , CAD 3.00 , clean station 1/5 part , CAD 1.00 , CAD 0.06 , CAD 0.06 ,, BB , CAD 1.80 ,,, CAD 3.72 , CAD 5.52 ,,
 WBW , Drill , SR1 , aendcapwbp , CAD 1.00 ," place end cap on jig, tight, drill & spray oil on drill ", CAD 1.00 , CAD 0.95 , CAD 0.95 ,, Complete Section , CAD 0.90 ,,, CAD 1.86 , CAD 2.76 ,,
 WBW , Drill , SR1 , aendcapwbp , CAD 2.00 ," remove gard, clean with air, take part & put aside ", CAD 1.00 , CAD 0.36 , CAD 0.36 ,, SR1 , CAD 0.45 ,,, CAD 0.93 , CAD 1.38 ,,
 WBW , Drill , SR1 , aendcapwbp , CAD 3.00 , clean station 1/5 part , CAD 1.00 , CAD 0.06 , CAD 0.06 ,, SRE , CAD 0.45 ,,, CAD 0.93 , CAD 1.38 ,,
 WBWLED , Drill , SR1 , aendcapwbp , CAD 1.00 ," place end cap on jig, tight, drill & spray oil on drill ", CAD 1.00 , CAD 0.95 , CAD 0.95 ,, BBD , CAD 1.80 ,,, CAD 3.72 , CAD 5.52 ,,
 WBWLED , Drill , SR1 , aendcapwbp , CAD 2.00 ," remove gard, clean with air, take part & put aside ", CAD 1.00 , CAD 0.36 , CAD 0.36 ,, Complete Section , CAD 0.90 ,,, CAD 1.86 , CAD 2.76 ,,
 WBWLED , Drill , SR1 , aendcapwbp , CAD 3.00 , clean station 1/5 part , CAD 1.00 , CAD 0.06 , CAD 0.06 ,, SR1 , CAD 0.45 ,,, CAD 0.93 , CAD 1.38 ,,
 101C , Drill , SRE , aendcap8 , CAD 1.00 , drill half hole in end cap casting for power cord or stem hanger , CAD 1.00 , CAD 0.23 , CAD 0.23 ,, SRE , CAD 0.45 ,,, CAD 0.93 , CAD 1.38 ,,
 101CA , Drill , SRE , aendcap8 , CAD 1.00 , drill half hole in end cap casting for power cord or stem hanger , CAD 1.00 , CAD 0.23 , CAD 0.23 ,, BBDILED , CAD 0.92 ,,, CAD 1.32 , CAD 2.24 ,,
