Product ID,Lighting,Fixture Type,Option,Work Center,ID,Task,Time(min),,Sum of Time(min),Column Labels,,,
ARC,fluorescent,pendant,battfluo4,Assembly,4,Put battery in housing and fix with XO brkt & screws,1.65,,PICWI,9.54,0.71,10.25,
ARC,fluorescent,pendant,battfluo4,Assembly,5,Inverter connections+get out wires,0.3,,PICWR,9.54,0.71,10.25,
ARC,fluorescent,pendant,battfluo4,Assembly,6,Indicator light connections+clip light,2,,PMD,9.54,0.71,10.25,
ARC,fluorescent,pendant,battfluo4,Assembly,7,Test switch connections,2.81,,PMI,9.54,0.71,10.25,
ARC,fluorescent,pendant,battfluo4,Assembly,8,Extra time to connect light to batt.,1,,PMR,9.54,0.71,10.25,
ARC,fluorescent,pendant,battfluo4,Assembly,9,Extra time to connecte driver to batt.,2,,PMRLED,9.54,0.75,10.29,
ARC,fluorescent,pendant,battfluo4,Assembly,10,Extra time for Battery test,0.2,,PMWD,9.54,0.71,10.25,
ARC,fluorescent,pendant,battfluo4,Assembly,11,Emergency labels,0.36,,PMWI,9.54,0.71,10.25,
ARC,fluorescent,pendant,battfluo4,Preparation,1,Remove battery & acc. from box,0.3,,PMWR,9.54,0.71,10.25,
ARC,fluorescent,pendant,battfluo4,Preparation,2,Cap unused lead wire (black or orange),0.33,,PO,9.84,0.71,10.55,
ARC,fluorescent,pendant,battfluo4,Preparation,3,Put ballast aside,0.08,,POLED,9.84,0.75,10.59,
ARCA,fluorescent,pendant,battfluo4,Assembly,4,Put battery in housing and fix with XO brkt & screws,1.65,,PR,9.54,0.71,10.25,
ARCA,fluorescent,pendant,battfluo4,Assembly,5,Inverter connections+get out wires,0.3,,PRLED,9.54,0.75,10.29,
ARCA,fluorescent,pendant,battfluo4,Assembly,6,Indicator light connections+clip light,2,,PRS,9.54,0.71,10.25,
ARCA,fluorescent,pendant,battfluo4,Assembly,7,Test switch connections,2.81,,PRSLED,9.54,0.75,10.29,
ARCA,fluorescent,pendant,battfluo4,Assembly,8,Extra time to connect light to batt.,1,,PRW,9.54,0.71,10.25,
ARCA,fluorescent,pendant,battfluo4,Assembly,9,Extra time to connecte driver to batt.,2,,PRWLED,9.54,0.75,10.29,
ARCA,fluorescent,pendant,battfluo4,Assembly,10,Extra time for Battery test,0.2,,PW,9.54,0.71,10.25,
ARCA,fluorescent,pendant,battfluo4,Assembly,11,Emergency labels,0.36,,PWLED,9.54,0.75,10.29,
ARCA,fluorescent,pendant,battfluo4,Preparation,1,Remove battery & acc. from box,0.3,,PWS,9.54,0.71,10.25,
ARCA,fluorescent,pendant,battfluo4,Preparation,2,Cap unused lead wire (black or orange),0.33,,PWSLED,9.54,0.75,10.29,
ARCA,fluorescent,pendant,battfluo4,Preparation,3,Put ballast aside,0.08,,PWW,9.54,0.71,10.25,
ARCLED,led,pendant,Battled4,Preparation,1,sub-assembly battery,0.3,,PWWLED,9.54,0.75,10.29,
ARCLED,led,pendant,Battled5,Preparation,2,drill hole in reflector for invertor wires,0.45,,RAY3,9.54,0.71,10.25,
ARCLED,led,pendant,Battled6,Assembly,3,put battery in housing and fix with XO brkt & screws,1.17,,RAY3P,9.54,0.71,10.25,
ARCLED,led,pendant,Battled7,Assembly,4,inverter connections+get out wires,0.3,,RAY3S,9.54,0.71,10.25,
ARCLED,led,pendant,Battled8,Assembly,5,indicator light connections+clip light,2,,RAY3W,9.54,0.71,10.25,
ARCLED,led,pendant,Battled9,Assembly,6,test switch connections,2.81,,RAY4,9.54,0.71,10.25,
ARCLED,led,pendant,Battled10,Assembly,7,extra time to connecte driver to batt.,3,,RAY4P,9.54,0.71,10.25,
ARCLED,led,pendant,Battled11,Assembly,8,extra time for Battery test,0.2,,RAY4S,9.54,0.71,10.25,
ARCLED,led,pendant,Battled12,Assembly,9,emergency labels,0.36,,RAY4W,9.54,0.71,10.25,
ARCW,fluorescent,wall,battfluo4,Assembly,4,Put battery in housing and fix with XO brkt & screws,1.65,,RAY6,9.54,0.71,10.25,
ARCW,fluorescent,wall,battfluo4,Assembly,5,Inverter connections+get out wires,0.3,,RAY6P,9.54,0.71,10.25,
ARCW,fluorescent,wall,battfluo4,Assembly,6,Indicator light connections+clip light,2,,RAY6S,9.54,0.71,10.25,
ARCW,fluorescent,wall,battfluo4,Assembly,7,Test switch connections,2.81,,RAY6W,9.54,0.71,10.25,
ARCW,fluorescent,wall,battfluo4,Assembly,8,Extra time to connect light to batt.,1,,RAY8,9.54,0.71,10.25,
ARCW,fluorescent,wall,battfluo4,Assembly,9,Extra time to connecte driver to batt.,2,,RAY8P,9.54,0.71,10.25,
ARCW,fluorescent,wall,battfluo4,Assembly,10,Extra time for Battery test,0.2,,RAY8S,9.54,0.71,10.25,
ARCW,fluorescent,wall,battfluo4,Assembly,11,Emergency labels,0.36,,RAY8W,9.54,0.71,10.25,
ARCW,fluorescent,wall,battfluo4,Preparation,1,Remove battery & acc. from box,0.3,,SCAC,9.54,1.58,11.12,
ARCW,fluorescent,wall,battfluo4,Preparation,2,Cap unused lead wire (black or orange),0.33,,SCD,9.54,1.58,11.12,
ARCW,fluorescent,wall,battfluo4,Preparation,3,Put ballast aside,0.08,,SCDI,9.54,1.58,11.12,
ARCWA,fluorescent,wall,battfluo4,Assembly,4,Put battery in housing and fix with XO brkt & screws,1.65,,SCDLAC,9.54,1.58,11.12,
ARCWA,fluorescent,wall,battfluo4,Assembly,5,Inverter connections+get out wires,0.3,,SCI,9.54,1.58,11.12,
ARCWA,fluorescent,wall,battfluo4,Assembly,6,Indicator light connections+clip light,2,,SCILAC,9.54,1.58,11.12,
ARCWA,fluorescent,wall,battfluo4,Assembly,7,Test switch connections,2.81,,SCR,9.54,1.58,11.12,
ARCWA,fluorescent,wall,battfluo4,Assembly,8,Extra time to connect light to batt.,1,,SCRAC,9.54,1.58,11.12,
ARCWA,fluorescent,wall,battfluo4,Assembly,9,Extra time to connecte driver to batt.,2,,SCRLAC,9.54,1.58,11.12,
ARCWA,fluorescent,wall,battfluo4,Assembly,10,Extra time for Battery test,0.2,,SCRPAT,9.54,1.58,11.12,
ARCWA,fluorescent,wall,battfluo4,Assembly,11,Emergency labels,0.36,,SCRV,9.54,1.58,11.12,
ARCWA,fluorescent,wall,battfluo4,Preparation,1,Remove battery & acc. from box,0.3,,SCS,9.54,1.58,11.12,
ARCWA,fluorescent,wall,battfluo4,Preparation,2,Cap unused lead wire (black or orange),0.33,,SCSAC,9.54,1.58,11.12,
ARCWA,fluorescent,wall,battfluo4,Preparation,3,Put ballast aside,0.08,,SCSLAC,9.54,1.58,11.12,
ARCWLED,led,pendant,Battled4,Preparation,1,sub-assembly battery,0.3,,SCWD,9.54,1.58,11.12,
ARCWLED,led,pendant,Battled5,Preparation,2,drill hole in reflector for invertor wires,0.45,,SCWDI,9.54,1.58,11.12,
ARCWLED,led,pendant,Battled6,Assembly,3,put battery in housing and fix with XO brkt & screws,1.17,,SCWI,9.54,1.58,11.12,
ARCWLED,led,pendant,Battled7,Assembly,4,inverter connections+get out wires,0.3,,SK,9.84,0.75,10.59,
ARCWLED,led,pendant,Battled8,Assembly,5,indicator light connections+clip light,2,,SKPLED,9.54,1.58,11.12,
ARCWLED,led,pendant,Battled9,Assembly,6,test switch connections,2.81,,SKSLED,9.84,0.75,10.59,
ARCWLED,led,pendant,Battled10,Assembly,7,extra time to connecte driver to batt.,3,,SKVLED,9.84,0.75,10.59,
ARCWLED,led,pendant,Battled11,Assembly,8,extra time for Battery test,0.2,,SL,9.54,0.71,10.25,
ARCWLED,led,pendant,Battled12,Assembly,9,emergency labels,0.36,,SL2HLED,9.84,0.75,10.59,
ARLED,led,pendant,battled1,Assembly,3,Put battery in housing and fix with screws,1.17,,SL2LLED,9.84,0.75,10.59,
ARLED,led,pendant,battled1,Assembly,4,Inverter connections+get out wires,0.3,,SLLED,9.84,0.75,10.59,
ARLED,led,pendant,battled1,Assembly,5,Indicator light connections+clip light,2,,SLW,9.54,0.71,10.25,
ARLED,led,pendant,battled1,Assembly,6,Test switch connections,2.81,,SLWLED,9.84,0.75,10.59,
ARLED,led,pendant,battled1,Assembly,7,Extra time to connecte driver to batt.,3,,SOL,9.84,0.71,10.55,
ARLED,led,pendant,battled1,Assembly,8,Extra time for Battery test,0.2,,SOLS,9.84,0.71,10.55,
ARLED,led,pendant,battled1,Assembly,9,Emergency labels,0.36,,SOLW,9.84,0.71,10.55,
ARLED,led,pendant,battled1,Preparation,1,Sub-assembly battery,0.3,,ST020,10.59,,10.59,
ARLED,led,pendant,battled1,Preparation,2,Drill hole in reflector for invertor wires,0.45,,ST021,10.59,,10.59,
ARS,fluorescent,surface,battfluo2,Assembly,4,Put battery in housing and fix with nuts,0.87,,ST022,10.59,,10.59,
ARS,fluorescent,surface,battfluo2,Assembly,5,Inverter connections+get out wires,0.3,,ST023,10.59,,10.59,
ARS,fluorescent,surface,battfluo2,Assembly,6,Indicator light connections+clip light,2,,ST024,10.59,,10.59,
ARS,fluorescent,surface,battfluo2,Assembly,7,Test switch connections,2.81,,STC30,10.59,,10.59,
ARS,fluorescent,surface,battfluo2,Assembly,8,Extra time to connect light to batt.,1,,STC31,10.59,,10.59,
ARS,fluorescent,surface,battfluo2,Assembly,9,Extra time to connect driver to batt.,2,,STC32,10.59,,10.59,
ARS,fluorescent,surface,battfluo2,Assembly,10,Extra time for Battery test,0.2,,STCO,10.59,,10.59,
ARS,fluorescent,surface,battfluo2,Assembly,11,Emergency labels,0.36,,STD,10.59,,10.59,
ARS,fluorescent,surface,battfluo2,Preparation,1,Remove battery & acc. from box,0.3,,STFC,10.59,,10.59,
ARS,fluorescent,surface,battfluo2,Preparation,2,Cap unused lead wire (black or orange),0.33,,STFD,10.59,,10.59,
ARS,fluorescent,surface,battfluo2,Preparation,3,Put ballast aside,0.08,,STFI,10.59,,10.59,
ARSLED,led,surface,battled1,Assembly,3,Put battery in housing and fix with screws,1.17,,STI,10.59,,10.59,
ARSLED,led,surface,battled1,Assembly,4,Inverter connections+get out wires,0.3,,STIA,10.59,,10.59,
ARSLED,led,surface,battled1,Assembly,5,Indicator light connections+clip light,2,,STM,10.59,,10.59,
ARSLED,led,surface,battled1,Assembly,6,Test switch connections,2.81,,STPC50,10.59,,10.59,
ARSLED,led,surface,battled1,Assembly,7,Extra time to connecte driver to batt.,3,,STPC52,10.59,,10.59,
ARSLED,led,surface,battled1,Assembly,8,Extra time for Battery test,0.2,,STPC53,10.59,,10.59,
ARSLED,led,surface,battled1,Assembly,9,Emergency labels,0.36,,STPO40,10.59,,10.59,
ARSLED,led,surface,battled1,Preparation,1,Sub-assembly battery,0.3,,STPO41,10.59,,10.59,
ARSLED,led,surface,battled1,Preparation,2,Drill hole in reflector for invertor wires,0.45,,STPO42,10.59,,10.59,
ARW,fluorescent,wall,battfluo2,Assembly,4,Put battery in housing and fix with nuts,0.87,,STPO43,10.59,,10.59,
ARW,fluorescent,wall,battfluo2,Assembly,5,Inverter connections+get out wires,0.3,,STPO44,10.59,,10.59,
ARW,fluorescent,wall,battfluo2,Assembly,6,Indicator light connections+clip light,2,,STPO50,10.59,,10.59,
ARW,fluorescent,wall,battfluo2,Assembly,7,Test switch connections,2.81,,STPO51,10.59,,10.59,
ARW,fluorescent,wall,battfluo2,Assembly,8,Extra time to connect light to batt.,1,,SU,10.32,0.71,11.03,
ARW,fluorescent,wall,battfluo2,Assembly,9,Extra time to connect driver to batt.,2,,SUA,10.32,0.71,11.03,
ARW,fluorescent,wall,battfluo2,Assembly,10,Extra time for Battery test,0.2,,SUS,10.32,0.71,11.03,
ARW,fluorescent,wall,battfluo2,Assembly,11,Emergency labels,0.36,,SUW,10.32,0.71,11.03,
ARW,fluorescent,wall,battfluo2,Preparation,1,Remove battery & acc. from box,0.3,,SUWA,10.32,0.71,11.03,
ARW,fluorescent,wall,battfluo2,Preparation,2,Cap unused lead wire (black or orange),0.33,,TB,9.84,0.71,10.55,
ARW,fluorescent,wall,battfluo2,Preparation,3,Put ballast aside,0.08,,TB2DILED,9.84,0.75,10.59,
ARWBT,fluorescent,wall,battfluo2,Assembly,4,Put battery in housing and fix with nuts,0.87,,TB2DILEDPAT,9.84,0.75,10.59,
ARWBT,fluorescent,wall,battfluo2,Assembly,5,Inverter connections+get out wires,0.3,,TB2DLED,9.84,0.75,10.59,
ARWBT,fluorescent,wall,battfluo2,Assembly,6,Indicator light connections+clip light,2,,tb2dledpat,9.84,0.75,10.59,
ARWBT,fluorescent,wall,battfluo2,Assembly,7,Test switch connections,2.81,,TB2WDILED,9.84,0.75,10.59,
ARWBT,fluorescent,wall,battfluo2,Assembly,8,Extra time to connect light to batt.,1,,TB2WDILEDPAT,9.84,0.75,10.59,
ARWBT,fluorescent,wall,battfluo2,Assembly,9,Extra time to connect driver to batt.,2,,TB2WDLED,9.84,0.75,10.59,
ARWBT,fluorescent,wall,battfluo2,Assembly,10,Extra time for Battery test,0.2,,TB2WDLEDPAT,9.84,0.75,10.59,
ARWBT,fluorescent,wall,battfluo2,Assembly,11,Emergency labels,0.36,,TBDILED,9.84,0.75,10.59,
ARWBT,fluorescent,wall,battfluo2,Preparation,1,Remove battery & acc. from box,0.3,,TBDILEDPAT,9.84,0.75,10.59,
ARWBT,fluorescent,wall,battfluo2,Preparation,2,Cap unused lead wire (black or orange),0.33,,TBDLED,9.84,0.75,10.59,
ARWBT,fluorescent,wall,battfluo2,Preparation,3,Put ballast aside,0.08,,TBDLEDPAT,9.84,0.75,10.59,
ARWBTLED,led,wall,battled1,Assembly,3,Put battery in housing and fix with screws,1.17,,TBDPAT,9.84,0.71,10.55,
ARWBTLED,led,wall,battled1,Assembly,4,Inverter connections+get out wires,0.3,,TBILED,9.84,0.75,10.59,
ARWBTLED,led,wall,battled1,Assembly,5,Indicator light connections+clip light,2,,TBILEDPAT,9.84,0.75,10.59,
ARWBTLED,led,wall,battled1,Assembly,6,Test switch connections,2.81,,TBIPAT,9.84,0.71,10.55,
ARWBTLED,led,wall,battled1,Assembly,7,Extra time to connecte driver to batt.,3,,TBLEDPAT,9.84,0.75,10.59,
ARWBTLED,led,wall,battled1,Assembly,8,Extra time for Battery test,0.2,,TBPAT,9.84,0.71,10.55,
ARWBTLED,led,wall,battled1,Assembly,9,Emergency labels,0.36,,TBW,9.84,0.71,10.55,
ARWBTLED,led,wall,battled1,Preparation,1,Sub-assembly battery,0.3,,TBWDILED,9.84,0.75,10.59,
ARWBTLED,led,wall,battled1,Preparation,2,Drill hole in reflector for invertor wires,0.45,,TBWDILEDPAT,9.84,0.75,10.59,
ARWLED,led,wall,battled1,Assembly,3,Put battery in housing and fix with screws,1.17,,TBWDLED,9.84,0.75,10.59,
ARWLED,led,wall,battled1,Assembly,4,Inverter connections+get out wires,0.3,,TBWDLEDPAT,9.84,0.75,10.59,
ARWLED,led,wall,battled1,Assembly,5,Indicator light connections+clip light,2,,TBWDPAT,9.84,0.71,10.55,
ARWLED,led,wall,battled1,Assembly,6,Test switch connections,2.81,,TBWILED,9.84,0.75,10.59,
ARWLED,led,wall,battled1,Assembly,7,Extra time to connecte driver to batt.,3,,TBWILEDPAT,9.84,0.75,10.59,
ARWLED,led,wall,battled1,Assembly,8,Extra time for Battery test,0.2,,TBWIPAT,9.84,0.71,10.55,
ARWLED,led,wall,battled1,Assembly,9,Emergency labels,0.36,,TBWPAT,9.84,0.71,10.55,
ARWLED,led,wall,battled1,Preparation,1,Sub-assembly battery,0.3,,TEK12,19.68,1.42,21.1,
ARWLED,led,wall,battled1,Preparation,2,Drill hole in reflector for invertor wires,0.45,,TEK12LED,19.68,1.5,21.18,
B6,fluorescent,pendant,battfluo3,Assembly,5,Put battery in housing and fix brkt with 5 screws,2.03,,TEK6,19.68,1.42,21.1,
B6,fluorescent,pendant,battfluo3,Assembly,6,Inverter connections+get out wires,0.3,,TEK6LED,19.68,1.5,21.18,
B6,fluorescent,pendant,battfluo3,Assembly,7,Indicator light connections+clip light,2,,TWC,10.32,0.71,11.03,
B6,fluorescent,pendant,battfluo3,Assembly,8,Test switch connections,2.81,,TWCW,10.32,0.71,11.03,
B6,fluorescent,pendant,battfluo3,Assembly,9,Extra time to connect light to batt.,1,,TWO,10.32,0.71,11.03,
B6,fluorescent,pendant,battfluo3,Assembly,10,Extra time to connecte driver to batt.,2,,TWOW,10.32,0.71,11.03,
B6,fluorescent,pendant,battfluo3,Assembly,11,Extra time for Battery test,0.2,,TWR,10.32,0.71,11.03,
B6,fluorescent,pendant,battfluo3,Assembly,12,Emergency labels,0.36,,TWRLED,10.32,0.75,11.07,
B6,fluorescent,pendant,battfluo3,Preparation,1,Remove battery & acc. from box,0.3,,TWRW,10.32,0.71,11.03,
B6,fluorescent,pendant,battfluo3,Preparation,2,Cap unused lead wire (black or orange),0.33,,TWRWLED,10.32,0.75,11.07,
B6,fluorescent,pendant,battfluo3,Preparation,3,Installed 2 brackets,1,,WA,9.84,0.71,10.55,
B6,fluorescent,pendant,battfluo3,Preparation,4,Put ballast aside,0.08,,WALED,9.84,0.75,10.59,
B6D,fluorescent,pendant,battfluo1,Assembly,4,Put battery in housing and fix with screws,1.17,,WB,9.84,0.71,10.55,
B6D,fluorescent,pendant,battfluo1,Assembly,5,Inverter connections+get out wires,0.3,,WBDI,9.54,0.71,10.25,
B6D,fluorescent,pendant,battfluo1,Assembly,6,Indicator light connections+clip light,2,,WBDILED,9.84,0.75,10.59,
B6D,fluorescent,pendant,battfluo1,Assembly,7,Test switch connections,2.81,,WBDIW,9.54,0.71,10.25,
B6D,fluorescent,pendant,battfluo1,Assembly,8,Extra time to connect light to batt.,1,,WBDIWLED,9.84,0.75,10.59,
B6D,fluorescent,pendant,battfluo1,Assembly,9,Extra time to connect driver to batt.,2,,WBLED,9.84,0.75,10.59,
B6D,fluorescent,pendant,battfluo1,Assembly,10,Extra time for Battery test,0.2,,WBR,19.68,1.42,21.1,
B6D,fluorescent,pendant,battfluo1,Assembly,11,Emergency labels,0.36,,WBRLED,9.84,0.75,10.59,
B6D,fluorescent,pendant,battfluo1,Preparation,1,Remove battery & acc. from box,0.3,,WBS,19.68,1.42,21.1,
B6D,fluorescent,pendant,battfluo1,Preparation,2,Cap unused lead wire (black or orange),0.33,,WBSLED,9.84,0.75,10.59,
B6D,fluorescent,pendant,battfluo1,Preparation,3,Put ballast aside,0.08,,WBW,19.68,1.42,21.1,
B6DLED,led,pendant,battled2,Assembly,3,Put battery in housing and fix with nuts,0.87,,WBWLED,9.84,0.75,10.59,
B6DLED,led,pendant,battled2,Assembly,4,Inverter connections+get out wires,0.3,,ZELED,9.84,0.75,10.59,
B6DLED,led,pendant,battled2,Assembly,5,Indicator light connections+clip light,2,,Grand Total,3876.2,292.87,4169.07,
B6DLED,led,pendant,battled2,Assembly,6,Test switch connections,2.81,,,,,,
B6DLED,led,pendant,battled2,Assembly,7,Extra time to connecte driver to batt.,3,,,,,,
B6DLED,led,pendant,battled2,Assembly,8,Extra time for Battery test,0.2,,,,,,
B6DLED,led,pendant,battled2,Assembly,9,Emergency labels,0.36,,,,,,
B6DLED,led,pendant,battled2,Preparation,1,Sub-assembly battery,0.3,,,,,,
B6DLED,led,pendant,battled2,Preparation,2,Drill hole in reflector for invertor wires,0.45,,,,,,
B6DLEDPAT,led,pendant,battled2,Assembly,3,Put battery in housing and fix with nuts,0.87,,,,,,
B6DLEDPAT,led,pendant,battled2,Assembly,4,Inverter connections+get out wires,0.3,,,,,,
B6DLEDPAT,led,pendant,battled2,Assembly,5,Indicator light connections+clip light,2,,,,,,
B6DLEDPAT,led,pendant,battled2,Assembly,6,Test switch connections,2.81,,,,,,
B6DLEDPAT,led,pendant,battled2,Assembly,7,Extra time to connecte driver to batt.,3,,,,,,
B6DLEDPAT,led,pendant,battled2,Assembly,8,Extra time for Battery test,0.2,,,,,,
B6DLEDPAT,led,pendant,battled2,Assembly,9,Emergency labels,0.36,,,,,,
B6DLEDPAT,led,pendant,battled2,Preparation,1,Sub-assembly battery,0.3,,,,,,
B6DLEDPAT,led,pendant,battled2,Preparation,2,Drill hole in reflector for invertor wires,0.45,,,,,,
B6DPAT,fluorescent,pendant,battfluo1,Assembly,4,Put battery in housing and fix with screws,1.17,,,,,,
B6DPAT,fluorescent,pendant,battfluo1,Assembly,5,Inverter connections+get out wires,0.3,,,,,,
B6DPAT,fluorescent,pendant,battfluo1,Assembly,6,Indicator light connections+clip light,2,,,,,,
B6DPAT,fluorescent,pendant,battfluo1,Assembly,7,Test switch connections,2.81,,,,,,
B6DPAT,fluorescent,pendant,battfluo1,Assembly,8,Extra time to connect light to batt.,1,,,,,,
B6DPAT,fluorescent,pendant,battfluo1,Assembly,9,Extra time to connect driver to batt.,2,,,,,,
B6DPAT,fluorescent,pendant,battfluo1,Assembly,10,Extra time for Battery test,0.2,,,,,,
B6DPAT,fluorescent,pendant,battfluo1,Assembly,11,Emergency labels,0.36,,,,,,
B6DPAT,fluorescent,pendant,battfluo1,Preparation,1,Remove battery & acc. from box,0.3,,,,,,
B6DPAT,fluorescent,pendant,battfluo1,Preparation,2,Cap unused lead wire (black or orange),0.33,,,,,,
B6DPAT,fluorescent,pendant,battfluo1,Preparation,3,Put ballast aside,0.08,,,,,,
B6I,fluorescent,pendant,battfluo1,Assembly,4,Put battery in housing and fix with screws,1.17,,,,,,
B6I,fluorescent,pendant,battfluo1,Assembly,5,Inverter connections+get out wires,0.3,,,,,,
B6I,fluorescent,pendant,battfluo1,Assembly,6,Indicator light connections+clip light,2,,,,,,
B6I,fluorescent,pendant,battfluo1,Assembly,7,Test switch connections,2.81,,,,,,
B6I,fluorescent,pendant,battfluo1,Assembly,8,Extra time to connect light to batt.,1,,,,,,
B6I,fluorescent,pendant,battfluo1,Assembly,9,Extra time to connect driver to batt.,2,,,,,,
B6I,fluorescent,pendant,battfluo1,Assembly,10,Extra time for Battery test,0.2,,,,,,
B6I,fluorescent,pendant,battfluo1,Assembly,11,Emergency labels,0.36,,,,,,
B6I,fluorescent,pendant,battfluo1,Preparation,1,Remove battery & acc. from box,0.3,,,,,,
B6I,fluorescent,pendant,battfluo1,Preparation,2,Cap unused lead wire (black or orange),0.33,,,,,,
B6I,fluorescent,pendant,battfluo1,Preparation,3,Put ballast aside,0.08,,,,,,
B6ILED,led,pendant,battled2,Assembly,3,Put battery in housing and fix with nuts,0.87,,,,,,
B6ILED,led,pendant,battled2,Assembly,4,Inverter connections+get out wires,0.3,,,,,,
B6ILED,led,pendant,battled2,Assembly,5,Indicator light connections+clip light,2,,,,,,
B6ILED,led,pendant,battled2,Assembly,6,Test switch connections,2.81,,,,,,
B6ILED,led,pendant,battled2,Assembly,7,Extra time to connecte driver to batt.,3,,,,,,
B6ILED,led,pendant,battled2,Assembly,8,Extra time for Battery test,0.2,,,,,,
B6ILED,led,pendant,battled2,Assembly,9,Emergency labels,0.36,,,,,,
B6ILED,led,pendant,battled2,Preparation,1,Sub-assembly battery,0.3,,,,,,
B6ILED,led,pendant,battled2,Preparation,2,Drill hole in reflector for invertor wires,0.45,,,,,,
B6ILEDPAT,led,pendant,battled2,Assembly,3,Put battery in housing and fix with nuts,0.87,,,,,,
B6ILEDPAT,led,pendant,battled2,Assembly,4,Inverter connections+get out wires,0.3,,,,,,
B6ILEDPAT,led,pendant,battled2,Assembly,5,Indicator light connections+clip light,2,,,,,,
B6ILEDPAT,led,pendant,battled2,Assembly,6,Test switch connections,2.81,,,,,,
B6ILEDPAT,led,pendant,battled2,Assembly,7,Extra time to connecte driver to batt.,3,,,,,,
