 Product ID , Flange , Work Center , Length , Task ,Time(min),, Sum of Time(min) , Column Labels ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 B6 , - , Housing Assembly , CAD 4.00 , set-up , CAD 15.58 ,,, Housing Assembly ,,,,,,,,,,,,, Housing Assembly Total , Subassembly ,,, Subassembly Total , Drilling ,,, Drilling Total , Grand Total ,,,,,,,,,
 BMWILED , - , Housing Assembly , CAD 4.00 , set-up ,5.00,, BASS ,5.00,5.00,5.00,,,,,,,,,,,15.00,2.00,2.00,2.00,6.00,,,,,21.00,,,,,,,,,
 BMWILEDPAT , - , Housing Assembly , CAD 4.00 , set-up ,5.00,, - ,5.00,5.00,5.00,,,,,,,,,,,15.00,2.00,2.00,2.00,6.00,,,,,21.00,,,,,,,,,
 BMWIPAT , - , Housing Assembly , CAD 4.00 , set-up ,5.00,, BASW ,5.00,5.00,5.00,,,,,,,,,,,15.00,2.00,2.00,2.00,6.00,,,,,21.00,,,,,,,,,
 BMWLEDPAT , - , Housing Assembly , CAD 4.00 , set-up ,5.00,, - ,5.00,5.00,5.00,,,,,,,,,,,15.00,2.00,2.00,2.00,6.00,,,,,21.00,,,,,,,,,
 BMWPAT , - , Housing Assembly , CAD 4.00 , set-up ,5.00,, BASWA ,5.00,5.00,5.00,,,,,,,,,,,15.00,2.00,2.00,2.00,6.00,,,,,21.00,,,,,,,,,
 BMWV , - , Housing Assembly , CAD 4.00 , set-up ,5.00,, - ,5.00,5.00,5.00,,,,,,,,,,,15.00,2.00,2.00,2.00,6.00,,,,,21.00,,,,,,,,,
 BMWVLED , - , Housing Assembly , CAD 4.00 , set-up ,5.00,, BB ,15.58,20.67,25.35,,,,,,,,,,,61.60,,,,,,,,,61.60,,,,,,,,,
 BR , Flangeless , Housing Assembly , CAD 4.00 , set-up ,5.00,, - ,15.58,20.67,25.35,,,,,,,,,,,61.60,,,,,,,,,61.60,,,,,,,,,
 BR , Spackle Flange , Housing Assembly , CAD 4.00 , set-up ,2.00,, BBD ,15.58,20.67,25.35,,,,,,,,,,,61.60,,,,,,,,,61.60,,,,,,,,,
 BR , With Flanges , Housing Assembly , CAD 4.00 , set-up ,2.00,, - ,15.58,20.67,25.35,,,,,,,,,,,61.60,,,,,,,,,61.60,,,,,,,,,
 BRLED , Flangeless , Housing Assembly , CAD 4.00 , set-up ,5.00,, BBDILED ,15.58,20.67,25.35,,,,,,,,,,,61.60,,,,,,,,,61.60,,,,,,,,,
 BRLED , Spackle Flange , Housing Assembly , CAD 4.00 , set-up , CAD 15.58 ,, - ,15.58,20.67,25.35,,,,,,,,,,,61.60,,,,,,,,,61.60,,,,,,,,,
 BRLED , With Flanges , Housing Assembly , CAD 4.00 , set-up , CAD 15.58 ,, BBDILEDPAT ,15.58,20.67,25.35,,,,,,,,,,,61.60,,,,,,,,,61.60,,,,,,,,,
 BRLEDPAT , Flangeless , Housing Assembly , CAD 4.00 , set-up ,5.00,, - ,15.58,20.67,25.35,,,,,,,,,,,61.60,,,,,,,,,61.60,,,,,,,,,
 BRLEDPAT , Spackle Flange , Housing Assembly , CAD 4.00 , set-up , CAD 15.58 ,, BBDLED ,15.58,20.67,25.35,,,,,,,,,,,61.60,,,,,,,,,61.60,,,,,,,,,
 BRLEDPAT , With Flanges , Housing Assembly , CAD 4.00 , set-up , CAD 15.58 ,, - ,15.58,20.67,25.35,,,,,,,,,,,61.60,,,,,,,,,61.60,,,,,,,,,
 BRPAT , Flangeless , Housing Assembly , CAD 4.00 , set-up ,5.00,, BBDLEDPAT ,15.58,20.67,25.35,,,,,,,,,,,61.60,,,,,,,,,61.60,,,,,,,,,
 BRPAT , Spackle Flange , Housing Assembly , CAD 4.00 , set-up ,2.00,, - ,15.58,20.67,25.35,,,,,,,,,,,61.60,,,,,,,,,61.60,,,,,,,,,
 BRPAT , With Flanges , Housing Assembly , CAD 4.00 , set-up ,2.00,, BBDPAT ,15.58,20.67,25.35,,,,,,,,,,,61.60,,,,,,,,,61.60,,,,,,,,,
 BRV , Flangeless , Housing Assembly , CAD 4.00 , set-up ,5.00,, - ,15.58,20.67,25.35,,,,,,,,,,,61.60,,,,,,,,,61.60,,,,,,,,,
 BRV , Spackle Flange , Housing Assembly , CAD 4.00 , set-up ,2.00,, BBI ,15.58,20.67,25.35,,,,,,,,,,,61.60,,,,,,,,,61.60,,,,,,,,,
 BRV , With Flanges , Housing Assembly , CAD 4.00 , set-up ,2.00,, - ,15.58,20.67,25.35,,,,,,,,,,,61.60,,,,,,,,,61.60,,,,,,,,,
 BRVLED , Flangeless , Housing Assembly , CAD 4.00 , set-up ,5.00,, BBILED ,15.58,20.67,25.35,,,,,,,,,,,61.60,,,,,,,,,61.60,,,,,,,,,
 BRVLED , Spackle Flange , Housing Assembly , CAD 4.00 , set-up , CAD 15.58 ,, - ,15.58,20.67,25.35,,,,,,,,,,,61.60,,,,,,,,,61.60,,,,,,,,,
 BRVLED , With Flanges , Housing Assembly , CAD 4.00 , set-up , CAD 15.58 ,, BBILED2 ,15.58,20.67,25.35,,,,,,,,,,,61.60,,,,,,,,,61.60,,,,,,,,,
 BS , - , Housing Assembly , CAD 4.00 , set-up ,5.00,, - ,15.58,20.67,25.35,,,,,,,,,,,61.60,,,,,,,,,61.60,,,,,,,,,
 BSLED , - , Housing Assembly , CAD 4.00 , set-up ,5.00,, BBILEDPAT ,15.58,20.67,25.35,,,,,,,,,,,61.60,,,,,,,,,61.60,,,,,,,,,
 BSLEDPAT , - , Housing Assembly , CAD 4.00 , set-up ,5.00,, - ,15.58,20.67,25.35,,,,,,,,,,,61.60,,,,,,,,,61.60,,,,,,,,,
 BSPAT , - , Housing Assembly , CAD 4.00 , set-up ,5.00,, BBIPAT ,15.58,20.67,25.35,,,,,,,,,,,61.60,,,,,,,,,61.60,,,,,,,,,
 BWD , - , Housing Assembly , CAD 4.00 , set-up ,5.00,, - ,15.58,20.67,25.35,,,,,,,,,,,61.60,,,,,,,,,61.60,,,,,,,,,
 BWDLED , - , Housing Assembly , CAD 4.00 , set-up ,5.00,, BBLED2 ,15.58,20.67,25.35,,,,,,,,,,,61.60,,,,,,,,,61.60,,,,,,,,,
 BWDLEDPAT , - , Housing Assembly , CAD 4.00 , set-up ,5.00,, - ,15.58,20.67,25.35,,,,,,,,,,,61.60,,,,,,,,,61.60,,,,,,,,,
 BWDPAT , - , Housing Assembly , CAD 4.00 , set-up ,5.00,, BBLEDPAT ,15.58,20.67,25.35,,,,,,,,,,,61.60,,,,,,,,,61.60,,,,,,,,,
 BWI , - , Housing Assembly , CAD 4.00 , set-up ,5.00,, - ,15.58,20.67,25.35,,,,,,,,,,,61.60,,,,,,,,,61.60,,,,,,,,,
 BWILED , - , Housing Assembly , CAD 4.00 , set-up ,5.00,, BBPAT ,15.58,20.67,25.35,,,,,,,,,,,61.60,,,,,,,,,61.60,,,,,,,,,
 BWILEDPAT , - , Housing Assembly , CAD 4.00 , set-up ,5.00,, - ,15.58,20.67,25.35,,,,,,,,,,,61.60,,,,,,,,,61.60,,,,,,,,,
 BWIPAT , - , Housing Assembly , CAD 4.00 , set-up ,5.00,, BBR ,9.00,10.00,10.75,,,,,,,,,,,29.75,,,,,,,,,29.75,,,,,,,,,
 BWLEDPAT , - , Housing Assembly , CAD 4.00 , set-up ,5.00,, Flangeless ,5.00,5.50,5.75,,,,,,,,,,,16.25,,,,,,,,,16.25,,,,,,,,,
 BWPAT , - , Housing Assembly , CAD 4.00 , set-up ,5.00,, Spackle Flange ,2.00,2.25,2.50,,,,,,,,,,,6.75,,,,,,,,,6.75,,,,,,,,,
 BWV , - , Housing Assembly , CAD 4.00 , set-up ,5.00,, With Flanges ,2.00,2.25,2.50,,,,,,,,,,,6.75,,,,,,,,,6.75,,,,,,,,,
 BWVLED , - , Housing Assembly , CAD 4.00 , set-up ,5.00,, BBRLED ,46.74,62.01,76.05,,,,,,,,,,,184.80,,,,,,,,,184.80,,,,,,,,,
 TB , - , Housing Assembly , CAD 4.00 , set-up ,0.00,, Flangeless ,15.58,20.67,25.35,,,,,,,,,,,61.60,,,,,,,,,61.60,,,,,,,,,
 TBDILED , - , Housing Assembly , CAD 4.00 , set-up ,0.00,, Spackle Flange ,15.58,20.67,25.35,,,,,,,,,,,61.60,,,,,,,,,61.60,,,,,,,,,
 TBDILEDPAT , - , Housing Assembly , CAD 4.00 , set-up ,0.00,, With Flanges ,15.58,20.67,25.35,,,,,,,,,,,61.60,,,,,,,,,61.60,,,,,,,,,
 TBDLED , - , Housing Assembly , CAD 4.00 , set-up ,0.00,, BBRLEDPAT ,46.74,62.01,76.05,,,,,,,,,,,184.80,,,,,,,,,184.80,,,,,,,,,
 TBDLEDPAT , - , Housing Assembly , CAD 4.00 , set-up ,0.00,, Flangeless ,15.58,20.67,25.35,,,,,,,,,,,61.60,,,,,,,,,61.60,,,,,,,,,
 TBDPAT , - , Housing Assembly , CAD 4.00 , set-up ,0.00,, Spackle Flange ,15.58,20.67,25.35,,,,,,,,,,,61.60,,,,,,,,,61.60,,,,,,,,,
 TBILED , - , Housing Assembly , CAD 4.00 , set-up ,0.00,, With Flanges ,15.58,20.67,25.35,,,,,,,,,,,61.60,,,,,,,,,61.60,,,,,,,,,
 TBILEDPAT , - , Housing Assembly , CAD 4.00 , set-up ,0.00,, BBRPAT ,9.00,10.00,10.75,,,,,,,,,,,29.75,,,,,,,,,29.75,,,,,,,,,
 TBIPAT , - , Housing Assembly , CAD 4.00 , set-up ,0.00,, Flangeless ,5.00,5.50,5.75,,,,,,,,,,,16.25,,,,,,,,,16.25,,,,,,,,,
 TBLEDPAT , - , Housing Assembly , CAD 4.00 , set-up ,0.00,, Spackle Flange ,2.00,2.25,2.50,,,,,,,,,,,6.75,,,,,,,,,6.75,,,,,,,,,
 TBPAT , - , Housing Assembly , CAD 4.00 , set-up ,0.00,, With Flanges ,2.00,2.25,2.50,,,,,,,,,,,6.75,,,,,,,,,6.75,,,,,,,,,
 TBW , - , Housing Assembly , CAD 4.00 , set-up ,0.00,, BBRV ,9.00,10.00,10.75,,,,,,,,,,,29.75,,,,,,,,,29.75,,,,,,,,,
 TBWDILED , - , Housing Assembly , CAD 4.00 , set-up ,0.00,, Flangeless ,5.00,5.50,5.75,,,,,,,,,,,16.25,,,,,,,,,16.25,,,,,,,,,
 TBWDILEDPAT , - , Housing Assembly , CAD 4.00 , set-up ,0.00,, Spackle Flange ,2.00,2.25,2.50,,,,,,,,,,,6.75,,,,,,,,,6.75,,,,,,,,,
 TBWDLED , - , Housing Assembly , CAD 4.00 , set-up ,0.00,, With Flanges ,2.00,2.25,2.50,,,,,,,,,,,6.75,,,,,,,,,6.75,,,,,,,,,
 TBWDLEDPAT , - , Housing Assembly , CAD 4.00 , set-up ,0.00,, BBRVLED ,46.74,62.01,76.05,,,,,,,,,,,184.80,,,,,,,,,184.80,,,,,,,,,
 TBWDPAT , - , Housing Assembly , CAD 4.00 , set-up ,0.00,, Flangeless ,15.58,20.67,25.35,,,,,,,,,,,61.60,,,,,,,,,61.60,,,,,,,,,
 TBWILED , - , Housing Assembly , CAD 4.00 , set-up ,0.00,, Spackle Flange ,15.58,20.67,25.35,,,,,,,,,,,61.60,,,,,,,,,61.60,,,,,,,,,
 TBWILEDPAT , - , Housing Assembly , CAD 4.00 , set-up ,0.00,, With Flanges ,15.58,20.67,25.35,,,,,,,,,,,61.60,,,,,,,,,61.60,,,,,,,,,
 TBWIPAT , - , Housing Assembly , CAD 4.00 , set-up ,0.00,, BBS ,0.00,0.00,0.00,,,,,,,,,,,0.00,,,,,,,,,0.00,,,,,,,,,
 TBWPAT , - , Housing Assembly , CAD 4.00 , set-up ,0.00,, - ,0.00,0.00,0.00,,,,,,,,,,,0.00,,,,,,,,,0.00,,,,,,,,,
 WB , - , Housing Assembly , CAD 4.00 , set-up ,2.00,, BBSLED ,0.00,0.00,0.00,,,,,,,,,,,0.00,,,,,,,,,0.00,,,,,,,,,
 WBDI , - , Housing Assembly , CAD 4.00 , set-up ,0.00,, - ,0.00,0.00,0.00,,,,,,,,,,,0.00,,,,,,,,,0.00,,,,,,,,,
 WBDILED , - , Housing Assembly , CAD 4.00 , set-up ,0.00,, BBSLEDPAT ,0.00,0.00,0.00,,,,,,,,,,,0.00,,,,,,,,,0.00,,,,,,,,,
 WBDIW , - , Housing Assembly , CAD 4.00 , set-up ,0.00,, - ,0.00,0.00,0.00,,,,,,,,,,,0.00,,,,,,,,,0.00,,,,,,,,,
 WBLED , - , Housing Assembly , CAD 4.00 , set-up ,2.00,, BBSPAT ,0.00,0.00,0.00,,,,,,,,,,,0.00,,,,,,,,,0.00,,,,,,,,,
 WBR , - , Housing Assembly , CAD 4.00 , set-up ,2.00,, - ,0.00,0.00,0.00,,,,,,,,,,,0.00,,,,,,,,,0.00,,,,,,,,,
 WBRLED , - , Housing Assembly , CAD 4.00 , set-up ,2.00,, BBW ,15.58,20.67,25.35,,,,,,,,,,,61.60,,,,,,,,,61.60,,,,,,,,,
 WBS , - , Housing Assembly , CAD 4.00 , set-up ,2.00,, - ,15.58,20.67,25.35,,,,,,,,,,,61.60,,,,,,,,,61.60,,,,,,,,,
 WBSLED , - , Housing Assembly , CAD 4.00 , set-up ,2.00,, BBWD ,5.00,5.50,5.75,,,,,,,,,,,16.25,,,,,,,,,16.25,,,,,,,,,
 WBW , - , Housing Assembly , CAD 4.00 , set-up ,2.00,, - ,5.00,5.50,5.75,,,,,,,,,,,16.25,,,,,,,,,16.25,,,,,,,,,
 WBWLED , - , Housing Assembly , CAD 4.00 , set-up ,2.00,, BBWDILED ,15.58,20.67,25.35,,,,,,,,,,,61.60,,,,,,,,,61.60,,,,,,,,,
 AR , - , Housing Assembly , CAD 4.00 , set-up ,0.00,, - ,15.58,20.67,25.35,,,,,,,,,,,61.60,,,,,,,,,61.60,,,,,,,,,
 ARS , - , Housing Assembly , CAD 4.00 , set-up ,0.00,, BBWDLED ,5.00,5.50,5.75,,,,,,,,,,,16.25,,,,,,,,,16.25,,,,,,,,,
 ARW , - , Housing Assembly , CAD 4.00 , set-up ,0.00,, - ,5.00,5.50,5.75,,,,,,,,,,,16.25,,,,,,,,,16.25,,,,,,,,,
 ARWBT , - , Housing Assembly , CAD 4.00 , set-up ,0.00,, BBWDLEDPAT ,5.00,5.50,5.75,,,,,,,,,,,16.25,,,,,,,,,16.25,,,,,,,,,
 ARLED , - , Housing Assembly , CAD 4.00 , set-up ,0.00,, - ,5.00,5.50,5.75,,,,,,,,,,,16.25,,,,,,,,,16.25,,,,,,,,,
 ARSLED , - , Housing Assembly , CAD 4.00 , set-up ,0.00,, BBWDPAT ,5.00,5.50,5.75,,,,,,,,,,,16.25,,,,,,,,,16.25,,,,,,,,,
 ARWBTLED , - , Housing Assembly , CAD 4.00 , set-up ,0.00,, - ,5.00,5.50,5.75,,,,,,,,,,,16.25,,,,,,,,,16.25,,,,,,,,,
 ARWLED , - , Housing Assembly , CAD 4.00 , set-up ,0.00,, BBWI ,5.00,5.50,5.75,,,,,,,,,,,16.25,,,,,,,,,16.25,,,,,,,,,
 PR , - , Housing Assembly , CAD 4.00 , set-up ,0.00,, - ,5.00,5.50,5.75,,,,,,,,,,,16.25,,,,,,,,,16.25,,,,,,,,,
 PRS , - , Housing Assembly , CAD 4.00 , set-up ,0.00,, BBWILED ,15.58,20.67,25.35,,,,,,,,,,,61.60,,,,,,,,,61.60,,,,,,,,,
 PRW , - , Housing Assembly , CAD 4.00 , set-up ,0.00,, - ,15.58,20.67,25.35,,,,,,,,,,,61.60,,,,,,,,,61.60,,,,,,,,,
 PW , - , Housing Assembly , CAD 4.00 , set-up ,0.00,, BBWILEDPAT ,15.58,20.67,25.35,,,,,,,,,,,61.60,,,,,,,,,61.60,,,,,,,,,
 PWS , - , Housing Assembly , CAD 4.00 , set-up ,0.00,, - ,15.58,20.67,25.35,,,,,,,,,,,61.60,,,,,,,,,61.60,,,,,,,,,
 PWW , - , Housing Assembly , CAD 4.00 , set-up ,0.00,, BBWIPAT ,5.00,5.50,5.75,,,,,,,,,,,16.25,,,,,,,,,16.25,,,,,,,,,
 PRLED , - , Housing Assembly , CAD 4.00 , set-up ,0.00,, - ,5.00,5.50,5.75,,,,,,,,,,,16.25,,,,,,,,,16.25,,,,,,,,,
 PRSLED , - , Housing Assembly , CAD 4.00 , set-up ,0.00,, BBWLEDPAT ,15.58,20.67,25.35,,,,,,,,,,,61.60,,,,,,,,,61.60,,,,,,,,,
 PRWLED , - , Housing Assembly , CAD 4.00 , set-up ,0.00,, - ,15.58,20.67,25.35,,,,,,,,,,,61.60,,,,,,,,,61.60,,,,,,,,,
 PWLED , - , Housing Assembly , CAD 4.00 , set-up ,0.00,, BBWPAT ,15.58,20.67,25.35,,,,,,,,,,,61.60,,,,,,,,,61.60,,,,,,,,,
 PWSLED , - , Housing Assembly , CAD 4.00 , set-up ,0.00,, - ,15.58,20.67,25.35,,,,,,,,,,,61.60,,,,,,,,,61.60,,,,,,,,,
 PWWLED , - , Housing Assembly , CAD 4.00 , set-up ,0.00,, BD ,5.00,5.50,5.75,,,,,,,,,,,16.25,,,,,,,,,16.25,,,,,,,,,
 MB , - , Housing Assembly , CAD 4.00 , set-up ,0.00,, - ,5.00,5.50,5.75,,,,,,,,,,,16.25,,,,,,,,,16.25,,,,,,,,,
 MBS , - , Housing Assembly , CAD 4.00 , set-up ,0.00,, BDI ,15.58,20.67,25.35,,,,,,,,,,,61.60,,,,,,,,,61.60,,,,,,,,,
 MBST , - , Housing Assembly , CAD 4.00 , set-up ,0.00,, - ,15.58,20.67,25.35,,,,,,,,,,,61.60,,,,,,,,,61.60,,,,,,,,,
 MBT , - , Housing Assembly , CAD 4.00 , set-up ,0.00,, BDIW ,15.58,20.67,25.35,,,,,,,,,,,61.60,,,,,,,,,61.60,,,,,,,,,
 MBW , - , Housing Assembly , CAD 4.00 , set-up ,0.00,, - ,15.58,20.67,25.35,,,,,,,,,,,61.60,,,,,,,,,61.60,,,,,,,,,
 MBWT , - , Housing Assembly , CAD 4.00 , set-up ,0.00,, BDLED ,5.00,5.50,5.75,,,,,,,,,,,16.25,,,,,,,,,16.25,,,,,,,,,
 MBWV , - , Housing Assembly , CAD 4.00 , set-up ,0.00,, - ,5.00,5.50,5.75,,,,,,,,,,,16.25,,,,,,,,,16.25,,,,,,,,,
 MBLED , - , Housing Assembly , CAD 4.00 , set-up ,0.00,, BDLEDPAT ,5.00,5.50,5.75,,,,,,,,,,,16.25,,,,,,,,,16.25,,,,,,,,,
 MBSLED , - , Housing Assembly , CAD 4.00 , set-up ,0.00,, - ,5.00,5.50,5.75,,,,,,,,,,,16.25,,,,,,,,,16.25,,,,,,,,,
 MBWLED , - , Housing Assembly , CAD 4.00 , set-up ,0.00,, BDPAT ,5.00,5.50,5.75,,,,,,,,,,,16.25,,,,,,,,,16.25,,,,,,,,,
 MBWVLED , - , Housing Assembly , CAD 4.00 , set-up ,0.00,, - ,5.00,5.50,5.75,,,,,,,,,,,16.25,,,,,,,,,16.25,,,,,,,,,
 101C , - , Subassembly , CAD 4.00 , set-up ,2.00,, BI ,5.00,5.50,5.75,,,,,,,,,,,16.25,,,,,,,,,16.25,,,,,,,,,
 101C , - , Housing Assembly , CAD 4.00 , set-up ,5.00,, - ,5.00,5.50,5.75,,,,,,,,,,,16.25,,,,,,,,,16.25,,,,,,,,,
 101CA , - , Subassembly , CAD 4.00 , set-up ,2.00,, BILED ,5.00,5.50,5.75,,,,,,,,,,,16.25,,,,,,,,,16.25,,,,,,,,,
 101CA , - , Housing Assembly , CAD 4.00 , set-up ,5.00,, - ,5.00,5.50,5.75,,,,,,,,,,,16.25,,,,,,,,,16.25,,,,,,,,,
 101CS , - , Subassembly , CAD 4.00 , set-up ,2.00,, BILEDPAT ,5.00,5.50,5.75,,,,,,,,,,,16.25,,,,,,,,,16.25,,,,,,,,,
 101CS , - , Housing Assembly , CAD 4.00 , set-up ,5.00,, - ,5.00,5.50,5.75,,,,,,,,,,,16.25,,,,,,,,,16.25,,,,,,,,,
 101CW , - , Subassembly , CAD 4.00 , set-up ,2.00,, BIPAT ,5.00,5.50,5.75,,,,,,,,,,,16.25,,,,,,,,,16.25,,,,,,,,,
 101CW , - , Housing Assembly , CAD 4.00 , set-up ,5.00,, - ,5.00,5.50,5.75,,,,,,,,,,,16.25,,,,,,,,,16.25,,,,,,,,,
 101CWA , - , Subassembly , CAD 4.00 , set-up ,2.00,, BLEDPAT ,5.00,5.50,5.75,,,,,,,,,,,16.25,,,,,,,,,16.25,,,,,,,,,
 101CWA , - , Housing Assembly , CAD 4.00 , set-up ,5.00,, - ,5.00,5.50,5.75,,,,,,,,,,,16.25,,,,,,,,,16.25,,,,,,,,,
 101F , - , Subassembly , CAD 4.00 , set-up ,2.00,, BMD ,5.00,5.50,5.75,,,,,,,,,,,16.25,,,,,,,,,16.25,,,,,,,,,
 101F , - , Housing Assembly , CAD 4.00 , set-up ,5.00,, - ,5.00,5.50,5.75,,,,,,,,,,,16.25,,,,,,,,,16.25,,,,,,,,,
 101FA , - , Subassembly , CAD 4.00 , set-up ,2.00,, BMDLED ,5.00,5.50,5.75,,,,,,,,,,,16.25,,,,,,,,,16.25,,,,,,,,,
 101FA , - , Housing Assembly , CAD 4.00 , set-up ,5.00,, - ,5.00,5.50,5.75,,,,,,,,,,,16.25,,,,,,,,,16.25,,,,,,,,,
 101FW , - , Subassembly , CAD 4.00 , set-up ,2.00,, BMDLEDPAT ,5.00,5.50,5.75,,,,,,,,,,,16.25,,,,,,,,,16.25,,,,,,,,,
 101FW , - , Housing Assembly , CAD 4.00 , set-up ,5.00,, - ,5.00,5.50,5.75,,,,,,,,,,,16.25,,,,,,,,,16.25,,,,,,,,,
 101FWA , - , Subassembly , CAD 4.00 , set-up ,2.00,, BMDPAT ,5.00,5.50,5.75,,,,,,,,,,,16.25,,,,,,,,,16.25,,,,,,,,,
 101FWA , - , Housing Assembly , CAD 4.00 , set-up ,5.00,, - ,5.00,5.50,5.75,,,,,,,,,,,16.25,,,,,,,,,16.25,,,,,,,,,
 202C , - , Subassembly , CAD 4.00 , set-up ,2.00,, BMI ,5.00,5.50,5.75,,,,,,,,,,,16.25,,,,,,,,,16.25,,,,,,,,,
 202C , - , Housing Assembly , CAD 4.00 , set-up ,5.00,, - ,5.00,5.50,5.75,,,,,,,,,,,16.25,,,,,,,,,16.25,,,,,,,,,
 202CA , - , Subassembly , CAD 4.00 , set-up ,2.00,, BMILED ,5.00,5.50,5.75,,,,,,,,,,,16.25,,,,,,,,,16.25,,,,,,,,,
 202CA , - , Housing Assembly , CAD 4.00 , set-up ,5.00,, - ,5.00,5.50,5.75,,,,,,,,,,,16.25,,,,,,,,,16.25,,,,,,,,,
 202CS , - , Subassembly , CAD 4.00 , set-up ,2.00,, BMILEDPAT ,5.00,5.50,5.75,,,,,,,,,,,16.25,,,,,,,,,16.25,,,,,,,,,
 202CS , - , Housing Assembly , CAD 4.00 , set-up ,5.00,, - ,5.00,5.50,5.75,,,,,,,,,,,16.25,,,,,,,,,16.25,,,,,,,,,
 202CW , - , Subassembly , CAD 4.00 , set-up ,2.00,, BMIPAT ,5.00,5.50,5.75,,,,,,,,,,,16.25,,,,,,,,,16.25,,,,,,,,,
 202CW , - , Housing Assembly , CAD 4.00 , set-up ,5.00,, - ,5.00,5.50,5.75,,,,,,,,,,,16.25,,,,,,,,,16.25,,,,,,,,,
 202CWA , - , Subassembly , CAD 4.00 , set-up ,2.00,, BMLEDPAT ,5.00,5.50,5.75,,,,,,,,,,,16.25,,,,,,,,,16.25,,,,,,,,,
 202CWA , - , Housing Assembly , CAD 4.00 , set-up ,5.00,, - ,5.00,5.50,5.75,,,,,,,,,,,16.25,,,,,,,,,16.25,,,,,,,,,
 202F , - , Subassembly , CAD 4.00 , set-up ,2.00,, BMR ,9.00,10.00,10.75,,,,,,,,,,,29.75,,,,,,,,,29.75,,,,,,,,,
 202F , - , Housing Assembly , CAD 4.00 , set-up ,5.00,, Flangeless ,5.00,5.50,5.75,,,,,,,,,,,16.25,,,,,,,,,16.25,,,,,,,,,
 202FA , - , Subassembly , CAD 4.00 , set-up ,2.00,, Spackle Flange ,2.00,2.25,2.50,,,,,,,,,,,6.75,,,,,,,,,6.75,,,,,,,,,
 202FA , - , Housing Assembly , CAD 4.00 , set-up ,5.00,, With Flanges ,2.00,2.25,2.50,,,,,,,,,,,6.75,,,,,,,,,6.75,,,,,,,,,
 202FW , - , Subassembly , CAD 4.00 , set-up ,2.00,, BMRLED ,46.74,62.01,76.05,,,,,,,,,,,184.80,,,,,,,,,184.80,,,,,,,,,
 202FW , - , Housing Assembly , CAD 4.00 , set-up ,5.00,, Flangeless ,15.58,20.67,25.35,,,,,,,,,,,61.60,,,,,,,,,61.60,,,,,,,,,
 202FWA , - , Subassembly , CAD 4.00 , set-up ,2.00,, Spackle Flange ,15.58,20.67,25.35,,,,,,,,,,,61.60,,,,,,,,,61.60,,,,,,,,,
 202FWA , - , Housing Assembly , CAD 4.00 , set-up ,5.00,, With Flanges ,15.58,20.67,25.35,,,,,,,,,,,61.60,,,,,,,,,61.60,,,,,,,,,
 ARC , - , Subassembly , CAD 4.00 , set-up ,2.00,, BMRLEDPAT ,46.74,62.01,76.05,,,,,,,,,,,184.80,,,,,,,,,184.80,,,,,,,,,
 ARC , - , Housing Assembly , CAD 4.00 , set-up ,5.00,, Flangeless ,15.58,20.67,25.35,,,,,,,,,,,61.60,,,,,,,,,61.60,,,,,,,,,
 ARCA , - , Subassembly , CAD 4.00 , set-up ,2.00,, Spackle Flange ,15.58,20.67,25.35,,,,,,,,,,,61.60,,,,,,,,,61.60,,,,,,,,,
 ARCA , - , Housing Assembly , CAD 4.00 , set-up ,5.00,, With Flanges ,15.58,20.67,25.35,,,,,,,,,,,61.60,,,,,,,,,61.60,,,,,,,,,
 BAS , - , Subassembly , CAD 4.00 , set-up ,2.00,, BMRPAT ,9.00,10.00,10.75,,,,,,,,,,,29.75,,,,,,,,,29.75,,,,,,,,,
 BAS , - , Housing Assembly , CAD 4.00 , set-up ,5.00,, Flangeless ,5.00,5.50,5.75,,,,,,,,,,,16.25,,,,,,,,,16.25,,,,,,,,,
 BASA , - , Subassembly , CAD 4.00 , set-up ,2.00,, Spackle Flange ,2.00,2.25,2.50,,,,,,,,,,,6.75,,,,,,,,,6.75,,,,,,,,,
 BASA , - , Housing Assembly , CAD 4.00 , set-up ,5.00,, With Flanges ,2.00,2.25,2.50,,,,,,,,,,,6.75,,,,,,,,,6.75,,,,,,,,,
 BASS , - , Subassembly , CAD 4.00 , set-up ,2.00,, BMRV ,9.00,10.00,10.75,,,,,,,,,,,29.75,,,,,,,,,29.75,,,,,,,,,
 BASS , - , Housing Assembly , CAD 4.00 , set-up ,5.00,, Flangeless ,5.00,5.50,5.75,,,,,,,,,,,16.25,,,,,,,,,16.25,,,,,,,,,
 BASW , - , Subassembly , CAD 4.00 , set-up ,2.00,, Spackle Flange ,2.00,2.25,2.50,,,,,,,,,,,6.75,,,,,,,,,6.75,,,,,,,,,
 BASW , - , Housing Assembly , CAD 4.00 , set-up ,5.00,, With Flanges ,2.00,2.25,2.50,,,,,,,,,,,6.75,,,,,,,,,6.75,,,,,,,,,
 BASWA , - , Subassembly , CAD 4.00 , set-up ,2.00,, BMRVLED ,46.74,62.01,76.05,,,,,,,,,,,184.80,,,,,,,,,184.80,,,,,,,,,
 BASWA , - , Housing Assembly , CAD 4.00 , set-up ,5.00,, Flangeless ,15.58,20.67,25.35,,,,,,,,,,,61.60,,,,,,,,,61.60,,,,,,,,,
