Section,Kind of Ballast/Driver,Circuit,B/D Qty,Wires Qty,Work Center,Option,Length,ID,Task,Unit Time (min),Qty,Total Time (min),,,Sum of Total Time (min),Column Labels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRE,BI,2,2,4,Assembly,pcswsrebi22,4,1,bring wires to exit for system-run,0.1,2,0.2,,,ERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRE,BI,2,2,4,Assembly,pcswsrebi22,4,1,bring power wires to main exit ,0.1,2,0.2,,,1,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,0.5,0.5,0.5,0.5,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRE,BI,2,2,4,Assembly,pcswsrebi22,4,2,identify wires circuits,0.15,2,0.3,,,2,3.06,3.21,0.5,,,,,,,6.77,10.3,9.45,4.12,23.87,3.06,3.21,0.5,6.77,10.3,9.45,4.12,23.87,0.5,0.5,0.5,0.5,0.5,0.5,3,64.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRE,BI,2,2,4,Assembly,pcswsrebi22,4,3,extra time to passing wires for XO housing,0.25,1,0.25,,,4,6.18,6.48,6.98,,,,,,,19.64,9.1,9.6,10.5,29.2,6.18,6.48,6.98,19.64,9.1,9.6,10.5,29.2,,,,,,,,97.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRE,BI,2A/B,2,4,Assembly,pcswsrebi22,4,1,bring wires to exit for system-run,0.1,2,0.2,,,6,,,7.68,,,,,,,7.68,,,11,11,,,7.68,7.68,,,11,11,,,,,,,,37.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRE,BI,2A/B,2,4,Assembly,pcswsrebi22,4,1,bring power wires to main exit ,0.1,2,0.2,,,10,,,13.71,,,,,,,13.71,,,15.55,15.55,,,13.71,13.71,,,15.55,15.55,,,,,,,,58.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRE,BI,2A/B,2,4,Assembly,pcswsrebi22,4,2,identify wires circuits,0.15,2,0.3,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRE,BI,2A/B,2,4,Assembly,pcswsrebi22,4,3,extra time to passing wires for XO housing,0.25,1,0.25,,,1,1.84,7.54,16.03,,,,,,,25.41,4.65,14.03,24.92,43.6,1.84,7.54,16.95,26.33,4.65,14.03,24.92,43.6,1.24,1.24,1.24,1.24,1.24,1.24,7.44,146.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRM,BI,1,1,4,Assembly,pcswsrmbi11,4,1,plug connector on each 4 wires of 1 ballast,0.24,1,0.24,,,BI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRM,BI,1,1,4,Assembly,pcswsrmbi11,4,2,"take 4 wires, plug in connector, place, put tie-wrap",0.56,2,1.12,,,1,0.13,0.19,0.15,,,,,,,0.47,1.95,3.5,2.4,7.85,0.13,0.19,0.35,0.67,1.95,3.5,2.4,7.85,0.1,0.1,0.1,0.1,0.1,0.1,0.6,17.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRM,BI,1,1,4,Assembly,pcswsrmbi11,4,3,bring power wires to main exit,0.1,1,0.1,,,2,1.71,1.79,1.24,,,,,,,4.74,2.7,2.85,3.2,8.75,1.71,1.79,1.96,5.46,2.7,2.85,3.2,8.75,1.14,1.14,1.14,1.14,1.14,1.14,6.84,34.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRM,BI,1,1,4,Assembly,pcswsrmbi11,4,4,bring wires to exit for system-run,0.1,1,0.1,,,3,,2.15,2.22,,,,,,,4.37,,3.21,3.36,6.57,,2.15,2.22,4.37,,3.21,3.36,6.57,,,,,,,,21.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRM,BI,1,1,4,Assembly,pcswsrmbi11,4,5,extra time to passing wires for XO housing,0.39,1,0.39,,,4,,3.41,3.48,,,,,,,6.89,,4.47,4.62,9.09,,3.41,3.48,6.89,,4.47,4.62,9.09,,,,,,,,31.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRM,BI,1,2,4,Assembly,pcswsrmbi12,4,1,connect 2 ballasts together (4 wires each),0.48,1,0.48,,,5,,,3.84,,,,,,,3.84,,,5.1,5.1,,,3.84,3.84,,,5.1,5.1,,,,,,,,17.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRM,BI,1,2,4,Assembly,pcswsrmbi12,4,2,"take 4 wires, plug in connector, place, put tie-wrap",0.56,2,1.12,,,6,,,5.1,,,,,,,5.1,,,6.24,6.24,,,5.1,5.1,,,6.24,6.24,,,,,,,,22.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRM,BI,1,2,4,Assembly,pcswsrmbi12,4,3,bring power wires to main exit,0.1,1,0.1,,,2,3.06,7.38,23.11,,,,,,,33.55,6.3,12.6,29.64,48.54,0.95,5.52,18.89,25.36,6.3,12.6,29.64,48.54,1,1,1,1,1,1,6,161.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRM,BI,1,2,4,Assembly,pcswsrmbi12,4,4,bring wires to exit for system-run,0.1,1,0.1,,,BI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRM,BI,1,2,4,Assembly,pcswsrmbi12,4,5,extra time to passing wires for XO housing,0.9,1,0.9,,,1,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,0.5,0.5,0.5,0.5,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRM,BI,2,2,4,Assembly,pcswsrmbi22,4,1,plug connector on each 4 wires of 1 ballast,0.24,4,0.96,,,2,0.75,0.9,0.5,,,,,,,2.15,6.3,6,4.2,16.5,0.95,1.2,0.5,2.65,6.3,6,4.2,16.5,0.5,0.5,0.5,0.5,0.5,0.5,3,40.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRM,BI,2,2,4,Assembly,pcswsrmbi22,4,2,"take 4 wires, plug in connector, place, put tie-wrap",0.56,4,2.24,,,3,2.31,2.46,,,,,,,,4.77,,,,,,,,,,,,,,,,,,,,4.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRM,BI,2,2,4,Assembly,pcswsrmbi22,4,3,bring power wires to main exit,0.1,4,0.4,,,4,,4.02,4.17,,,,,,,8.19,,6.6,6.9,13.5,,4.32,4.57,8.89,,6.6,6.9,13.5,,,,,,,,44.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRM,BI,2,2,4,Assembly,pcswsrmbi22,4,4,identify wires circuits,0.15,4,0.6,,,6,,,4.89,,,,,,,4.89,,,7.62,7.62,,,5.29,5.29,,,7.62,7.62,,,,,,,,25.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRM,BI,2,2,4,Assembly,pcswsrmbi22,4,5,extra time to passing wires for XO housing,2.1,1,2.1,,,10,,,13.55,,,,,,,13.55,,,10.92,10.92,,,8.53,8.53,,,10.92,10.92,,,,,,,,43.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRM,BI,2A/B,2,4,Assembly,pcswsrmbi22,4,1,plug connector on each 4 wires of 1 ballast,0.24,4,0.96,,,2A/B,0.75,4.92,23.11,,,,,,,28.78,6.3,12.6,29.64,48.54,0.95,5.52,18.89,25.36,6.3,12.6,29.64,48.54,1,1,1,1,1,1,6,157.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRM,BI,2A/B,2,4,Assembly,pcswsrmbi22,4,2,"take 4 wires, plug in connector, place, put tie-wrap",0.56,4,2.24,,,BI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRM,BI,2A/B,2,4,Assembly,pcswsrmbi22,4,3,bring power wires to main exit,0.1,4,0.4,,,1,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,0.5,0.5,0.5,0.5,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRM,BI,2A/B,2,4,Assembly,pcswsrmbi22,4,4,identify wires circuits,0.15,4,0.6,,,2,0.75,0.9,0.5,,,,,,,2.15,6.3,6,4.2,16.5,0.95,1.2,0.5,2.65,6.3,6,4.2,16.5,0.5,0.5,0.5,0.5,0.5,0.5,3,40.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRM,BI,2A/B,2,4,Assembly,pcswsrmbi22,4,5,extra time to passing wires for XO housing,2.1,1,2.1,,,4,,4.02,4.17,,,,,,,8.19,,6.6,6.9,13.5,,4.32,4.57,8.89,,6.6,6.9,13.5,,,,,,,,44.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Complete Section,BI,1,3,4,Assembly,pcswcsbi13,8,1,connect 2 ballasts together (4 wires each),0.48,1,0.48,,,6,,,4.89,,,,,,,4.89,,,7.62,7.62,,,5.29,5.29,,,7.62,7.62,,,,,,,,25.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Complete Section,BI,1,3,4,Assembly,pcswcsbi13,8,2,connect 1 ballast(4 wires) to 2 previous ballast,0.24,1,0.24,,,10,,,13.55,,,,,,,13.55,,,10.92,10.92,,,8.53,8.53,,,10.92,10.92,,,,,,,,43.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Complete Section,BI,1,3,4,Assembly,pcswcsbi13,8,3,"take 4 wires, plug in connector, place, put tie-wrap",0.56,1,0.56,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Complete Section,BI,1,3,4,Assembly,pcswcsbi13,8,4,bring power wires to main exit,0.15,1,0.15,,,1,6.48,27.6,68.37,7.2,7.2,7.2,7.2,7.2,7.2,145.65,16.2,45.99,111.03,173.22,6.48,27.6,69.72,103.8,16.2,45.99,111.03,173.22,4.35,4.35,4.35,4.35,4.35,4.35,26.1,621.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Complete Section,BI,1,3,4,Assembly,pcswcsbi13,8,5,extra time to passing wires for XO housing,0.72,1,0.72,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Complete Section,BI,1,4,4,Assembly,pcswcsbi14,8,1,connect 2 ballasts together (4 wires each),0.48,2,0.96,,,1,0.13,0.19,0.15,1.8,1.8,1.8,1.8,1.8,1.8,11.27,2.25,2.5,4.75,9.5,0.13,0.19,0.35,0.67,2.25,2.5,4.75,9.5,0.1,0.1,0.1,0.1,0.1,0.1,0.6,31.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Complete Section,BI,1,4,4,Assembly,pcswcsbi14,8,2,connect 2 groups of ballasts together (4 wires each),0.6,1,0.6,,,2,2.03,2.18,3.38,1.8,1.8,1.8,1.8,1.8,1.8,18.39,3.15,3.45,5.85,12.45,2.03,2.18,3.38,7.59,3.15,3.45,5.85,12.45,1.35,1.35,1.35,1.35,1.35,1.35,8.1,58.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Complete Section,BI,1,4,4,Assembly,pcswcsbi14,8,3,"take 4 wires, plug in connector, place, put tie-wrap",0.56,1,0.56,,,3,,2.63,3.08,,,,,,,5.71,,3.9,4.8,8.7,,2.63,3.08,5.71,,3.9,4.8,8.7,,,,,,,,28.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Complete Section,BI,1,4,4,Assembly,pcswcsbi14,8,4,bring power wires to main exit,0.15,1,0.15,,,4,,4.2,4.65,,,,,,,8.85,,5.48,6.38,11.86,,4.2,4.65,8.85,,5.48,6.38,11.86,,,,,,,,41.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Complete Section,BI,1,4,4,Assembly,pcswcsbi14,8,5,extra time to passing wires for XO housing,1.14,1,1.14,,,5,,,5.1,,,,,,,5.1,,,6.83,6.83,,,5.1,5.1,,,6.83,6.83,,,,,,,,23.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Complete Section,BI,1,1,4,Assembly,pcswcsbi11,12,1,bring power wires to main exit,0.1,1,0.1,,,6,,,6.68,,,,,,,6.68,,,8.4,8.4,,,6.68,6.68,,,8.4,8.4,,,,,,,,30.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
